id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,target.started,target.stopped,audCueEnd.started,responsePointer.started,responseStarted,rtUntillMotionTreshold,cueForRep.started,space2pass.started,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,audCueStart.stopped,audCueEnd.stopped,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,100,0.8,met,,red,green,,703.7157023538565,,,,,0,130,130,390,trial,,,,,,red,0.7037157023538565,0.7,2.300010500010103,0.9982416999991983,1e-05,1e-05,0.6997147999936715,0.7332409999798983,1.9999133999808691,2.300010500010103,2.5914065000251867,0.2913960000150837,2.300010500010103,2.500040100014303,3.7666142000234686,1.4666037000133656,1.175207699998282,0.53474,0.14694376347174545,-0.01610342613388991,,,,None,,0.03365,2.0334954999852926,0.1,0.1,0.8370457023538566,0.8333333333333334,trial_list_0.8_red.csv,0.8329684999771416,0.8663895999779925,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,233,0.8,met,,red,green,,1445.9619585691107,,,,,0,131,131,218,trial,,,,,,red,1.4459619585691108,1.4416666666666667,2.3005046999896877,0.9974243000033312,1e-05,1e-05,1.4417386999703012,1.4751190000097267,1.9999878999660723,2.3005046999896877,2.3005046999896877,0.0,2.3005046999896877,2.500056999968365,3.8753936999710277,1.57488899998134,1.57488899998134,1.32683,-0.12648122341978293,-0.07651333268604153,,,,None,,,,0.233,0.23333333333333334,1.7122919585691105,1.7083333333333333,trial_list_0.8_red.csv,1.7083748999866657,1.7416954999789596,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-167,0.1999999999999999,unmet,,green,red,,1173.2042033700018,,,,,0,132,132,291,trial,,,,,,green,1.1732042033700019,1.175,2.2997045000083745,0.9989087000139989,1e-05,1e-05,1.174261900014244,1.2076053000055254,1.9993143000174314,2.2997045000083745,2.4494747000280768,0.14977020001970232,2.2997045000083745,2.4997903000330552,3.3660236000432633,1.0663191000348888,0.9165489000151865,0.99128,0.004048440049456651,-0.14776806180516777,,,,None,,0.03271,2.0326616000384092,-0.167,-0.16666666666666666,0.9728742033700017,0.975,trial_list_0.8_red.csv,0.9745665999944322,1.0080206000129692,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,167,0.8,met,,red,green,,729.9189926205455,,,,,0,133,133,193,trial,,,,,,red,0.7299189926205455,0.725,2.2997606999706477,0.997045399970375,2e-05,2e-05,0.7248855999787338,0.7582090999931097,1.9995547999860719,2.2997606999706477,2.3835194999701343,0.08375879999948665,2.2997606999706477,2.4997736999648623,2.8930590999661945,0.5932983999955468,0.5095395999960601,0.79517,0.0886941056910569,-0.11825880758807587,,,,None,,,,0.167,0.16666666666666666,0.9302489926205455,0.9249999999999999,trial_list_0.8_red.csv,0.9247712999931537,0.9582880999660119,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,233,0.8,met,,red,green,,1587.2211093702515,,,,,0,134,134,368,trial,,,,,,red,1.5872211093702515,1.5833333333333333,2.3003809999790974,0.995943299960345,2e-05,2e-05,1.5835673999972641,1.6169083999702707,2.0000221999944188,2.3003809999790974,2.3003809999790974,0.0,2.3003809999790974,2.5003444000030868,3.3750286999857053,1.074647700006608,1.074647700006608,1.71852,-0.11433829758067127,0.09369388273971674,,,,None,,0.03338,2.0334789999760687,0.233,0.23333333333333334,1.8535511093702515,1.8499999999999999,trial_list_0.8_red.csv,1.850229199975729,1.8833645000122488,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-33,0.8,met,,red,green,,691.230492500431,,,,,0,135,135,487,trial,,,,,,red,0.691230492500431,0.6916666666666667,2.2997270000050776,0.9972119000158273,2e-05,2e-05,0.6919303999748081,0.7250210999627598,2.0002322999644093,2.2997270000050776,2.3834434999735095,0.08371649996843189,2.2997270000050776,2.500135699985549,3.2750058000092395,0.9752788000041619,0.89156230003573,0.65332,0.13100495532142498,-0.0684798630089267,,,,None,,,,-0.033,-0.03333333333333333,0.6249004925004309,0.625,trial_list_0.8_red.csv,0.6250675999908708,0.6581460000015795,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,167,0.8,met,,red,green,,187.0165754482302,,,,,0,136,136,439,trial,,,,,,red,0.18701657544823022,0.18333333333333332,2.3001592999789864,0.9980431000003591,4e-05,4e-05,0.1832662999513559,0.21659779996844009,2.0001641999697313,2.3001592999789864,2.3001592999789864,0.0,2.3001592999789864,2.5002272999845445,3.4084938999731094,1.108334599994123,1.108334599994123,0.29021,0.11686184767466767,0.09052678340995383,,,,None,,0.03328,2.0337809999473393,0.167,0.16666666666666666,0.3873465754482302,0.3833333333333333,trial_list_0.8_red.csv,0.3835971999797039,0.4169838999514468,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-167,0.8,met,,red,green,,1217.9531130113087,,,,,0,137,137,365,trial,,,,,,red,1.2179531130113086,1.2166666666666666,2.3004084000131115,0.9982081000343896,1e-05,1e-05,1.2169177000178024,1.2502764000091702,2.000030199997127,2.3004084000131115,2.3756166000384837,0.07520820002537221,2.3004084000131115,2.500135100039188,3.292298300017137,0.9918899000040255,0.9166816999786533,0.95734,0.019752522667598183,-0.14649787645135318,,,,None,,,,-0.167,-0.16666666666666666,1.0176231130113087,1.0166666666666666,trial_list_0.8_red.csv,1.0171751000452787,1.050339100009296,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-33,0.8,met,,red,green,,1753.8127772161058,,,,,0,138,138,418,trial,,,,,,red,1.7538127772161058,1.75,2.299851200019475,0.997308999998495,2e-05,2e-05,1.7500120000331663,1.7834373000077903,1.9999528999906033,2.299851200019475,2.3083334999973886,0.008482299977913499,2.299851200019475,2.5000899999868125,3.1085761000285856,0.8087249000091106,0.8002426000311971,1.59221,-0.14166400330896534,0.042226770217095436,,,,None,,0.03325,2.0334482000325806,-0.033,-0.03333333333333333,1.6874827772161058,1.6833333333333333,trial_list_0.8_red.csv,1.6834512000204995,1.7166433000238612,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-33,0.8,met,,red,green,,1757.60449203438,,,,,0,139,139,36,trial,,,,,,red,1.75760449203438,1.7583333333333333,2.2994381999596953,0.9976841000025161,2e-05,2e-05,1.7577162999659777,1.7915510999737307,1.9996921999845654,2.2994381999596953,2.474388899980113,0.17495070002041757,2.2994381999596953,2.4993693999713287,3.533382099994924,1.2339439000352286,1.058993200014811,1.77622,-0.09557110597252028,0.11277390504757392,,,,None,,,,-0.033,-0.03333333333333333,1.69127449203438,1.6916666666666667,trial_list_0.8_red.csv,1.6910341999609955,1.7245197999873199,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-300,0.1999999999999999,unmet,,green,red,,703.8760609805881,,,,,0,140,140,94,trial,,,,,,green,0.7038760609805881,0.7,2.300010399951134,0.9969875999959186,1e-05,1e-05,0.6996289999806322,0.7330298999440856,1.99961409997195,2.300010399951134,2.3915841999696568,0.09157380001852289,2.300010399951134,2.5000462999450974,3.36697589996038,1.0669655000092462,0.9753916999907233,0.29875,0.11924968482609008,0.0873573272563218,,,,None,,0.03362,2.0329506999696605,-0.3,-0.3,0.3705460609805882,0.36666666666666664,trial_list_0.8_red.csv,0.36669859994435683,0.4003104000003077,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-33,0.8,met,,red,green,,200.8185369063958,,,,,0,141,141,322,trial,,,,,,red,0.20081853690639578,0.2,2.3001144000445493,0.9973209000308998,3e-05,3e-05,0.2001274999929592,0.23365480004576966,1.9998774999985471,2.3001144000445493,2.4164118000189774,0.11629739997442812,2.3001144000445493,2.4997046000207774,3.599633600038942,1.2995191999943927,1.1832218000199646,0.15895,0.0707856024816176,0.12977360454963227,,,,None,,0.03353,,-0.033,-0.03333333333333333,0.13448853690639578,0.13333333333333333,trial_list_0.8_red.csv,0.133438799995929,0.16678030003095046,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,33,0.8,met,,red,green,,919.6525558490492,,,,,0,142,142,136,trial,,,,,,red,0.9196525558490493,0.9166666666666666,2.2999339000089094,0.9984545999905095,1e-05,1e-05,0.9167536000022665,0.94994790002238,2.000004500034265,2.2999339000089094,2.2999339000089094,0.0,2.2999339000089094,2.5001108000287786,3.608408700034488,1.3084748000255786,1.3084748000255786,0.91015,0.04117246171274561,-0.14197400590601936,,,,None,,0.03325,,0.033,0.03333333333333333,0.9859825558490493,0.9833333333333333,trial_list_0.8_red.csv,0.9831827000016347,1.016551000007894,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,300,0.8,met,,red,green,,1336.257989052358,,,,,0,143,143,304,trial,,,,,,red,1.336257989052358,1.3333333333333333,2.299572000047192,0.9969817000092007,1e-05,1e-05,1.3337407000362873,1.3667478000279516,1.9999970000353642,2.299572000047192,2.775470300053712,0.47589830000652,2.299572000047192,2.499745700042695,4.049559100007173,1.7499870999599807,1.2740887999534607,1.41682,-0.14280464188401365,-0.038191939108515274,,,,None,,,,0.3,0.3,1.669587989052358,1.6666666666666667,trial_list_0.8_red.csv,1.6663390000467189,1.6999980000546202,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-300,0.8,met,,red,green,,559.7833199980239,,,,,0,144,144,72,trial,,,,,,red,0.5597833199980239,0.5583333333333333,2.300435799988918,0.9988123999792151,5e-05,5e-05,0.5584447999717668,0.5916417999542318,1.999811099958606,2.300435799988918,2.300435799988918,0.0,2.300435799988918,2.5001714999671094,3.9580224999808706,1.6575866999919526,1.6575866999919526,0.28035,0.11400489415152448,0.09409927771236941,,,,None,,,,-0.3,-0.3,0.22645331999802393,0.225,trial_list_0.8_red.csv,0.22501319996081293,0.258382799976971,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,100,0.8,met,,red,green,,1496.8640377091945,,,,,0,145,145,263,trial,,,,,,red,1.4968640377091944,1.4916666666666667,2.299930500041228,0.9968209000071511,2e-05,2e-05,1.4918441000045277,1.5253038000082597,2.000233000027947,2.299930500041228,2.3082006000331603,0.008270099991932511,2.299930500041228,2.500026000023354,3.4746839000144973,1.1747533999732696,1.166483299981337,1.52173,-0.14747915782692464,0.01008404497961878,,,,None,,0.03349,2.0332399000180885,0.1,0.1,1.6301940377091944,1.625,trial_list_0.8_red.csv,1.6254425999941304,1.6586973000084981,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-300,0.8,met,,red,green,,1534.200831937789,,,,,0,146,146,24,trial,,,,,,red,1.534200831937789,1.5333333333333332,2.2996759000234306,0.9987153999973089,5e-05,5e-05,1.5331364000448957,1.5662848000065424,2.0000629000132903,2.2996759000234306,2.5333172000246122,0.23364130000118166,2.2996759000234306,2.499644800031092,3.4833880999940448,1.1837121999706142,0.9500708999694325,1.5175,-0.14760006098897355,0.008124773999393039,,,,None,,0.03292,2.0331392000080086,-0.3,-0.3,1.200870831937789,1.2,trial_list_0.8_red.csv,1.1999583000433631,1.2328879000269808,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-33,0.1999999999999999,unmet,,green,red,,1507.9262672129585,,,,,0,147,147,301,trial,,,,,,green,1.5079262672129585,1.5083333333333333,2.300238099996932,0.9971607000334188,3e-05,3e-05,1.508420899976045,1.5419051999924704,2.000111699977424,2.300238099996932,2.4586626999662258,0.15842459996929392,2.300238099996932,2.500203799980227,3.525230899977032,1.2249927999801002,1.0665682000108063,1.7245,-0.11255745044550754,0.09582593754144561,,,,None,,0.03335,2.033440699975472,-0.033,-0.03333333333333333,1.4415962672129585,1.4416666666666667,trial_list_0.8_red.csv,1.4419639999978244,1.4753246000036597,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-300,0.8,met,,red,green,,1341.5667630261871,,,,,0,148,148,403,trial,,,,,,red,1.3415667630261872,1.3416666666666666,2.3002454999950714,0.9962602999876253,5e-05,5e-05,1.3420824000495486,1.375226600037422,2.0001242000143975,2.3002454999950714,2.3002454999950714,0.0,2.3002454999950714,2.5002427000436,3.450642900017556,1.1503974000224844,1.1503974000224844,1.16656,-0.07387072684333137,-0.12804259319510772,,,,None,,,,-0.3,-0.3,1.008236763026187,1.0083333333333333,trial_list_0.8_red.csv,1.0088025000295602,1.042308200034313,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,167,0.1999999999999999,unmet,,green,red,,1578.396681837744,,,,,0,149,149,212,trial,,,,,,green,1.578396681837744,1.575,2.299762000038754,0.9971059000235982,1e-05,1e-05,1.5751354999956675,1.6083067000145093,2.000151000043843,2.299762000038754,2.299762000038754,0.0,2.299762000038754,2.499963000009302,3.7414163000066765,1.4416542999679223,1.4416542999679223,1.60669,-0.13959765755466155,0.04862390319319672,,,,None,,0.03367,,0.167,0.16666666666666666,1.7787266818377439,1.775,trial_list_0.8_red.csv,1.7750818000058644,1.8082556000445038,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,33,0.1999999999999999,unmet,,green,red,,420.4281651776018,0,0,0,0,0,150,150,95,fam,0.5413431000197306,0.5413431000197306,270.0,2.5415999999968335,2.5415999999968335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,33,0.1999999999999999,unmet,,green,red,,420.4281651776018,1,0,1,0,0,150,150,95,fam,0.4983710999949835,0.4983710999949835,270.0,2.4980981000117026,2.4980981000117026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,33,0.1999999999999999,unmet,,green,red,,420.4281651776018,2,0,2,0,0,150,150,95,fam,0.49871499999426305,0.49871499999426305,270.0,2.4990997000131756,2.4990997000131756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,33,0.1999999999999999,unmet,,green,red,,420.4281651776018,3,0,3,0,0,150,150,95,fam,0.4979361000005156,0.4979361000005156,270.0,2.4984625999932177,2.4984625999932177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,33,0.1999999999999999,unmet,,green,red,,420.4281651776018,,,,,0,150,150,95,trial,,,,,,green,0.4204281651776018,0.4166666666666667,2.3002544000046328,0.9985166999977082,2e-05,2e-05,0.4163655000156723,0.44971029995940626,2.0002882999833673,2.3002544000046328,2.5253364999662153,0.22508209996158257,2.3002544000046328,2.499960999994073,3.367197200015653,1.0669428000110202,0.8418607000494376,0.36718,0.1351402197451625,0.05990752009321636,,,,None,,0.03333,2.033852799970191,0.033,0.03333333333333333,0.4867581651776018,0.48333333333333334,trial_list_0.8_red.csv,0.4830252999672666,0.5163792999810539,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,300,0.8,met,,red,green,,680.624505293787,,,,,0,151,151,200,trial,,,,,,red,0.680624505293787,0.6833333333333333,2.30013190000318,0.9959923999849707,2e-05,2e-05,0.6832208000123501,0.7167110000154935,2.000005100038834,2.30013190000318,2.916946100012865,0.616814200009685,2.30013190000318,2.500208700017538,4.250386300031096,1.9502544000279158,1.3334402000182308,0.42644,0.14389394201611252,0.03385739812143824,,,,None,,0.03345,2.03319680003915,0.3,0.3,1.013954505293787,1.0083333333333333,trial_list_0.8_red.csv,1.0079339000512846,1.0414222000399604,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,233,0.8,met,,red,green,,536.0391362491139,,,,,0,152,152,156,trial,,,,,,red,0.5360391362491139,0.5333333333333333,2.3004373000003397,0.9963365999865346,2e-05,2e-05,0.5335095999762416,0.5669309999793768,2.000775899970904,2.3004373000003397,2.925728700007312,0.6252914000069723,2.3004373000003397,2.500760300026741,3.8419447999913245,1.5415074999909848,0.9162160999840125,0.85578,0.0647059348565428,-0.13290948781343928,,,,None,,0.03331,2.033674400008749,0.233,0.23333333333333334,0.8023691362491139,0.8,trial_list_0.8_red.csv,0.8000272000208497,0.8333086000056937,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-100,0.1999999999999999,unmet,,green,red,,1760.20072790866,,,,,0,153,153,47,trial,,,,,,green,1.76020072790866,1.7583333333333333,2.2999842999852262,0.9975401000119746,1e-05,1e-05,1.7584931000019424,1.7917196999769658,1.9997941999463364,2.2999842999852262,2.3666004999540746,0.06661619996884838,2.2999842999852262,2.500087199965492,3.3914697999716736,1.0914854999864474,1.024869300017599,1.78281,-0.09321641489688261,0.11472789525770169,,,,None,,0.03293,2.033400399959646,-0.1,-0.1,1.62687072790866,1.625,trial_list_0.8_red.csv,1.625096699979622,1.6582886999822222,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,33,0.8,met,,red,green,,886.4747297849287,,,,,0,154,154,8,trial,,,,,,red,0.8864747297849287,0.8833333333333333,2.3004075000062585,0.9978117999853566,2e-05,2e-05,0.8829776999773458,0.9164209999726154,1.9999926000018604,2.3004075000062585,2.3004075000062585,0.0,2.3004075000062585,2.5000976999872364,3.3335215999977663,1.0331140999915078,1.0331140999915078,1.00398,-0.00184764952658256,-0.1478119621266048,,,,None,,0.03333,2.033454799966421,0.033,0.03333333333333333,0.9528047297849288,0.95,trial_list_0.8_red.csv,0.9498233000049368,0.9830052999895997,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-233,0.8,met,,red,green,,929.0371478645862,,,,,0,155,155,485,trial,,,,,,red,0.9290371478645862,0.9249999999999999,2.2998238000436686,0.9969127000076696,1e-05,1e-05,0.9249363000271842,0.9585244000190869,2.00037380005233,2.2998238000436686,2.2998238000436686,0.0,2.2998238000436686,2.5000775000080466,3.2334785000421107,0.9336546999984421,0.9336546999984421,0.72518,0.11235083237092316,-0.09606810304180388,,,,None,,,,-0.233,-0.23333333333333334,0.6627071478645862,0.6583333333333333,trial_list_0.8_red.csv,0.6584007000201382,0.6918616000330076,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,300,0.1999999999999999,unmet,,green,red,,1143.621251193435,,,,,0,156,156,12,trial,,,,,,green,1.143621251193435,1.1416666666666666,2.304771199997049,0.9969931999803521,1e-05,1e-05,1.1416439999593422,1.1750153999892063,2.000312299991492,2.304771199997049,2.304771199997049,0.0,2.304771199997049,2.4997673999750987,3.2915534999920055,0.9867822999949567,0.9867822999949567,1.31383,-0.1232522356664075,-0.08161296686018876,,,,None,,0.0336,2.0334665999980643,0.3,0.3,1.4769512511934348,1.475,trial_list_0.8_red.csv,1.475260299979709,1.5085293999873102,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-233,0.8,met,,red,green,,999.6587733284578,,,,,0,157,157,245,trial,,,,,,red,0.9996587733284578,1.0,2.300619599991478,0.9981251999852248,2e-05,2e-05,1.0001737999846227,1.0332796000293456,2.0003228000132367,2.300619599991478,2.300619599991478,0.0,2.300619599991478,2.5004040999920107,3.542139400029555,1.241519800038077,1.241519800038077,0.93866,0.028309733432164346,-0.14508738383984227,,,,None,,0.03345,2.0335240000276826,-0.233,-0.23333333333333334,0.7333287733284577,0.7333333333333333,trial_list_0.8_red.csv,0.7336495000054128,0.7669399000005797,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,300,0.1999999999999999,unmet,,green,red,,809.4290200886202,,,,,0,158,158,434,trial,,,,,,green,0.8094290200886202,0.8083333333333333,2.2996689999708906,0.9986616999958642,1e-05,1e-05,0.8080833000130951,0.8413646999979392,1.9995189000037499,2.2996689999708906,2.4576223000185564,0.15795330004766583,2.2996689999708906,2.4997482000035234,3.3827352999942377,1.0830663000233471,0.9251129999756813,0.81878,0.07968480920621507,-0.12450751438471104,,,,None,,0.03284,2.032878300000448,0.3,0.3,1.1427590200886202,1.1416666666666666,trial_list_0.8_red.csv,1.1412924000178464,1.174911800015252,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-167,0.8,met,,red,green,,330.0366560924502,,,,,0,159,159,97,trial,,,,,,red,0.3300366560924502,0.3333333333333333,2.3004780000192113,0.9974224999896251,6e-05,6e-05,0.3337625000276603,0.36710480001056567,2.0005004000267945,2.3004780000192113,2.342309200030286,0.04183120001107454,2.3004780000192113,2.5007756000268273,3.4174033000017516,1.1169252999825403,1.0750940999714658,0.19773,0.08603211456440249,0.12020925596669936,,,,None,,,,-0.167,-0.16666666666666666,0.1297066560924502,0.13333333333333333,trial_list_0.8_red.csv,0.13365450000856072,0.16708019998623058,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-167,0.8,met,,red,green,,1643.8393994351827,,,,,0,160,160,473,trial,,,,,,red,1.6438393994351828,1.6416666666666666,2.3002729000290856,0.9968623999739066,8e-05,8e-05,1.6418356000212952,1.6749350000172853,2.000202300027013,2.3002729000290856,2.466828200034797,0.16655530000571162,2.3002729000290856,2.500475100008771,3.3750870000221767,1.074814099993091,0.9082587999873795,1.6607,-0.12938127541575584,0.07150017851923349,,,,None,,0.0335,2.0335363000049256,-0.167,-0.16666666666666666,1.4435093994351829,1.4416666666666667,trial_list_0.8_red.csv,1.4416149000171572,1.4750162999844179,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-100,0.1999999999999999,unmet,,green,red,,1533.5639972836366,,,,,0,161,161,51,trial,,,,,,green,1.5335639972836366,1.5333333333333332,2.300120899977628,0.9979657999938354,3e-05,3e-05,1.5330579999717884,1.5664439999964088,2.0001358999870718,2.300120899977628,2.641879699949641,0.34175879997201264,2.300120899977628,2.4997904999763705,3.6497081999550574,1.3495872999774292,1.0078285000054166,1.61718,-0.1379195794948272,0.053197552090861924,,,,None,,0.03332,,-0.1,-0.1,1.4002339972836366,1.4,trial_list_0.8_red.csv,1.4000735000008717,1.4331057999515906,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-100,0.1999999999999999,unmet,,green,red,,1734.4946805966442,,,,,0,162,162,260,trial,,,,,,green,1.7344946805966441,1.7333333333333334,2.2998588000191376,0.9975701000075787,1e-05,1e-05,1.7332419999875128,1.7665718999924138,1.9999401000095531,2.2998588000191376,2.6168086000252515,0.31694980000611395,2.2998588000191376,2.4996350000146776,3.883388100017328,1.5835292999981903,1.2665794999920763,1.72061,-0.11371899429352965,0.09444458848106699,,,,None,,,,-0.1,-0.1,1.6011646805966444,1.6,trial_list_0.8_red.csv,1.5996432999963872,1.6329698999761604,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-300,0.8,met,,red,green,,772.5740144825425,,,,,0,163,163,299,trial,,,,,,red,0.7725740144825425,0.775,2.299631900037639,0.9987759999930859,1e-05,1e-05,0.7744324000086635,0.8076988000539131,1.9997912000399083,2.299631900037639,2.299631900037639,0.0,2.299631900037639,2.500095000024885,3.5502200000337325,1.2505880999960937,1.2505880999960937,0.76902,0.0980978389044647,-0.11058301840139659,,,,None,,0.03306,2.0332957000355236,-0.3,-0.3,0.43924401448254247,0.44166666666666665,trial_list_0.8_red.csv,0.44136430002981797,0.47493190004024655,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,300,0.8,met,,red,green,,1064.857105685125,,,,,0,164,164,242,trial,,,,,,red,1.0648571056851248,1.0666666666666667,2.2996060999576002,0.9974944000132382,3e-05,3e-05,1.0660856000031345,1.0994820999912918,1.9993629999808036,2.2996060999576002,2.3079964999924414,0.00839040003484115,2.2996060999576002,2.499851199972909,3.8666619999567047,1.5670558999991044,1.5586654999642633,1.44591,-0.1456940368099967,-0.02500075187863849,,,,None,,0.03329,2.0327872000052594,0.3,0.3,1.398187105685125,1.4,trial_list_0.8_red.csv,1.3994261999614537,1.4327921000076458,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,-33,0.8,met,,red,green,,1211.828196576804,,,,,0,165,165,224,trial,,,,,,red,1.211828196576804,1.2083333333333333,2.2996829000185244,0.9969824000145309,1e-05,1e-05,1.207984699984081,1.2413961999700405,1.999793299997691,2.2996829000185244,2.2996829000185244,0.0,2.2996829000185244,2.4998934000032023,4.35847969999304,2.058796799974516,2.058796799974516,1.12631,-0.05713167142870916,-0.13633694318214687,,,,None,,,,-0.033,-0.03333333333333333,1.145498196576804,1.1416666666666666,trial_list_0.8_red.csv,1.1416152999736369,1.1749298999784514,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
,300,0.1999999999999999,unmet,,green,red,,741.0890232995196,,,,,0,166,166,298,trial,,,,,,green,0.7410890232995195,0.7416666666666667,2.2999414000078104,0.9970308999763802,2e-05,2e-05,0.7416892999899574,0.7748757000081241,1.9995731000090018,2.2999414000078104,2.2999414000078104,0.0,2.2999414000078104,2.49960270000156,3.0748405000194907,0.7748991000116803,0.7748991000116803,0.88375,0.052793313632142215,-0.13807482026867965,,,,None,,,,0.3,0.3,1.0744190232995194,1.075,trial_list_0.8_red.csv,1.0746401000069454,1.1078987999935634,p15_high2_01,001,2023-05-15_14h56.27.774,expectation_shapes_perceived_time,2022.2.4,119.80782825861411,
