delay,expectation,congruency,stim_color,distractor_color,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,distractor.started,distractor.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responseStarted,rtUntillMotionTreshold,cueForRep.started,space2pass.started,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,space2pass.keys,participant,session,date,expName,psychopyVersion,frameRate,
233,0.5,none,green,red,485.6472158017497,,,,,0,30,30,301,trial,,,,,,green,0.48564721580174974,0.48333333333333334,0.233,0.23333333333333334,0.7519772158017498,0.75,trial_list_0.5_green.csv,2.3078577000414953,0.9977506000432186,4e-05,4e-05,0.033,0.7497268000151962,0.7832516999915242,0.48306769999908283,0.5166792999953032,1.999532999994699,2.03303859999869,2.3078577000414953,2.3078577000414953,0.0,2.3078577000414953,2.508051600016188,3.1746407000464387,0.8667830000049435,0.8667830000049435,0.1838,0.08069396792347286,0.12385585774300485,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-233,0.5,none,green,red,540.2354931134145,,,,,0,31,31,53,trial,,,,,,green,0.5402354931134145,0.5416666666666666,-0.233,-0.23333333333333334,0.2739054931134145,0.275,trial_list_0.5_green.csv,2.307805999997072,0.9971727000083774,3e-05,3e-05,,0.27471650001825765,0.3081693000276573,0.5414338000118732,0.5748359000426717,1.9995155000360683,,2.307805999997072,2.374379000044428,0.06657300004735589,2.307805999997072,2.5103016000357457,3.174789500015322,0.8669835000182502,0.8004104999708943,0.2574,0.10692895514080328,0.10206854808894857,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-300,0.5,none,green,red,1055.8716191685576,,,,,0,32,32,193,trial,,,,,,green,1.0558716191685575,1.0583333333333333,-0.3,-0.3,0.7225416191685575,0.725,trial_list_0.5_green.csv,2.3084682999760844,0.9962428000289947,3e-05,3e-05,0.03327,0.7250459999777377,0.7584124999702908,1.0583359000156634,1.0919111000257544,2.0000100000179373,2.033573399996385,2.3084682999760844,2.3084682999760844,0.0,2.3084682999760844,2.508551199978683,3.1747610999736935,0.8662927999976091,0.8662927999976091,0.47297,0.14729105026914252,0.012535408533544045,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
33,0.5,none,green,red,892.5158367927974,,,,,0,33,33,75,trial,,,,,,green,0.8925158367927973,0.8916666666666666,0.033,0.03333333333333333,0.9588458367927974,0.9583333333333334,trial_list_0.5_green.csv,2.307926999987103,0.9989103000261821,3e-05,3e-05,,0.9582354000303894,0.9915978999924846,0.8915642999927513,0.9248357000178657,1.9997430000221357,,2.307926999987103,2.4745938000269234,0.16666680003982037,2.307926999987103,2.507995399995707,3.3996976999915205,1.0917707000044174,0.9251038999645971,1.21042,-0.0907548561052078,-0.11668481499241001,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-233,0.5,none,red,green,1263.875298705471,,,,,0,34,34,492,trial,,,,,,red,1.263875298705471,1.2666666666666666,-0.233,-0.23333333333333334,0.997545298705471,1.0,trial_list_0.5_green.csv,2.3082654000027105,0.9966687000123784,3e-05,3e-05,,0.9999949000193737,1.0335006000241265,1.2666918000322767,1.3000302000436932,2.000115000002552,,2.3082654000027105,2.9998651000205427,0.6915997000178322,2.3082654000027105,2.5083266000146978,4.041757000028156,1.7334916000254452,1.041891900007613,0.81735,0.08024252417655311,-0.12414881099013879,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
300,0.5,none,green,red,1187.7849624608675,,,,,0,35,35,195,trial,,,,,,green,1.1877849624608676,1.1916666666666667,0.3,0.3,1.5211149624608675,1.525,trial_list_0.5_green.csv,2.308450900018215,0.9962331999558955,3e-05,3e-05,,1.5250592000083998,1.5585653000161983,1.1916066000121646,1.2249646999989636,2.0000312000047415,,2.308450900018215,2.308450900018215,0.0,2.308450900018215,2.5084155999938957,3.1914971999940462,0.8830462999758311,0.8830462999758311,1.86984,-0.05877572682847827,0.13563629268110372,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-33,0.5,none,red,green,932.7860388342152,,,,,0,36,36,44,trial,,,,,,red,0.9327860388342152,0.9333333333333333,-0.033,-0.03333333333333333,0.8664560388342152,0.8666666666666667,trial_list_0.5_green.csv,2.309658899961505,0.9961880000191741,2e-05,2e-05,0.03356,0.8670358999515884,0.9004642000072636,0.9340370999998413,0.9673315999680199,2.000464799988549,2.033703599998262,2.309658899961505,2.3503409999539144,0.04068209999240935,2.309658899961505,2.5086680999957025,3.4419991999748163,1.1323403000133112,1.0916582000209019,1.43253,-0.14451536007769186,-0.03109824204203495,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
233,0.5,none,green,red,627.9379733365844,,,,,0,37,37,39,trial,,,,,,green,0.6279379733365844,0.6333333333333333,0.233,0.23333333333333334,0.8942679733365844,0.9,trial_list_0.5_green.csv,2.308522500039544,0.9973663000273518,3e-05,3e-05,0.03344,0.8996972000459209,0.933110200043302,0.6331456000334583,0.6662970000179484,2.000452900014352,2.0337060000165366,2.308522500039544,2.308522500039544,0.0,2.308522500039544,2.50847410003189,3.4918260000413284,1.1833035000017844,1.1833035000017844,0.3858,0.13841146506154872,0.051904299398080764,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-100,0.5,none,red,green,581.3539796878179,,,,,0,38,38,42,trial,,,,,,red,0.5813539796878179,0.5833333333333334,-0.1,-0.1,0.4480239796878179,0.45,trial_list_0.5_green.csv,2.3081433000043035,0.9966238000197336,4e-05,4e-05,0.0334,0.44997120002517477,0.4834402999840677,0.5835553000215441,0.6165287999901921,1.9999308999977075,2.0333804999827407,2.3081433000043035,2.3081433000043035,0.0,2.3081433000043035,2.508117499994114,3.7249381000292487,1.4167948000249453,1.4167948000249453,0.27119,0.11124852816826347,0.09734246214723054,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
233,0.5,none,red,green,1578.6794314231931,,,,,0,39,39,324,trial,,,,,,red,1.5786794314231931,1.5833333333333333,0.233,0.23333333333333334,1.845009431423193,1.8499999999999999,trial_list_0.5_green.csv,2.308133899990935,0.9974066999857314,3e-05,3e-05,,1.8498204000061378,1.8831241999869235,1.5826954999938607,1.6160669999662787,1.9997765999869443,,2.308133899990935,2.308133899990935,0.0,2.308133899990935,2.5080826999619603,3.3249131999909878,1.016779300000053,1.016779300000053,1.6132,-0.13857349358850315,0.05147015476144403,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-33,0.5,none,green,red,530.1720995776218,,,,,0,40,40,27,trial,,,,,,green,0.5301720995776218,0.5333333333333333,-0.033,-0.03333333333333333,0.4638420995776218,0.4666666666666667,trial_list_0.5_green.csv,2.3076952999690548,0.996461000002455,4e-05,4e-05,0.03324,0.4666280999663286,0.4999122999724932,0.5332058999920264,0.5666800999897532,1.9997660999651998,2.0327446999726817,2.3076952999690548,2.3076952999690548,0.0,2.3076952999690548,2.5082494000089355,3.633393900003284,1.3256986000342295,1.3256986000342295,0.22664,0.09658046392390197,0.11191069629277532,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
300,0.5,none,green,red,569.6106063967949,,,,,0,41,41,427,trial,,,,,,green,0.5696106063967948,0.575,0.3,0.3,0.902940606396795,0.9083333333333333,trial_list_0.5_green.csv,2.308526599954348,0.9964736999827437,3e-05,3e-05,,0.9088333999970928,0.9418383999727666,0.5750081999576651,0.608502299990505,1.9999960999703035,,2.308526599954348,2.5578952999785542,0.2493687000242062,2.308526599954348,2.5081112000043504,3.424930199980736,1.1164036000263877,0.8670349000021815,0.31668,0.12397845128475751,0.08050548784724512,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
233,0.5,none,green,red,1276.3306549441384,,,,,0,42,42,9,trial,,,,,,green,1.2763306549441384,1.2833333333333332,0.233,0.23333333333333334,1.5426606549441382,1.55,trial_list_0.5_green.csv,2.3086960000218824,0.9973556000040844,3e-05,3e-05,0.03368,1.5502812000340782,1.5836062000016682,1.2836743000079878,1.3168624000390992,2.0003016000264324,2.0337377000250854,2.3086960000218824,2.3086960000218824,0.0,2.3086960000218824,2.508798700000625,3.825235199998133,1.5165391999762505,1.5165391999762505,1.82859,-0.07581206322714139,0.1269028014889106,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,1227.150239319034,,,,,0,43,43,149,trial,,,,,,green,1.2271502393190339,1.2333333333333334,-0.167,-0.16666666666666666,1.026820239319034,1.0333333333333332,trial_list_0.5_green.csv,2.3088195000309497,0.9963863000157289,4e-05,4e-05,,1.033503999991808,1.0666879000491463,1.2332655999925919,1.26684060000116,2.0002079000114463,,2.3088195000309497,2.316611999995075,0.007792499964125454,2.3088195000309497,2.508381100022234,4.233187000034377,1.9243675000034273,1.9165750000393018,1.22074,-0.09448900853719663,-0.11368208839631469,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
167,0.5,none,red,green,1138.1309364505123,,,,,0,44,44,22,trial,,,,,,red,1.1381309364505123,1.1416666666666666,0.167,0.16666666666666666,1.3384609364505122,1.3416666666666666,trial_list_0.5_green.csv,2.3085662000230514,0.9970684999716468,2e-05,2e-05,0.03328,1.341718400013633,1.3752547000185587,1.1417955000069924,1.1752250000135973,2.0000623000087216,2.0336864000419155,2.3085662000230514,2.3085662000230514,0.0,2.3085662000230514,2.5087522999965586,4.566748900047969,2.2581827000249177,2.2581827000249177,1.41763,-0.14290175942007696,-0.037826936317079195,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
300,0.5,none,green,red,548.402062429592,,,,,0,45,45,219,trial,,,,,,green,0.548402062429592,0.55,0.3,0.3,0.881732062429592,0.8833333333333333,trial_list_0.5_green.csv,2.30838489998132,0.9949574999627657,4e-05,4e-05,,0.8834820000338368,0.9165425000246614,0.5499470999930054,0.583387800026685,1.9999151999945752,,2.30838489998132,2.4911338000092655,0.18274890002794564,2.30838489998132,2.5078116999939084,6.09975699998904,3.7913721000077203,3.6086231999797747,0.0805,0.036986479037556974,0.14312159279750308,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-33,0.5,none,red,green,1291.8869236311114,,,,,0,46,46,94,trial,,,,,,red,1.2918869236311115,1.2916666666666667,-0.033,-0.03333333333333333,1.2255569236311115,1.225,trial_list_0.5_green.csv,2.3086962000234053,0.9969916000263765,3e-05,3e-05,,1.224921600020025,1.258272900013253,1.2916640000184998,1.3251849000225775,2.0000128999818116,,2.3086962000234053,2.3086962000234053,0.0,2.3086962000234053,2.5089908000081778,4.7918895999901,2.4831933999666944,2.4831933999666944,1.79439,-0.08898439927904025,0.11804052965586972,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
100,0.5,none,red,green,221.83167006681083,,,,,0,47,47,382,trial,,,,,,red,0.22183167006681084,0.225,0.1,0.1,0.3551616700668108,0.35833333333333334,trial_list_0.5_green.csv,2.3083327999920584,0.996597399993334,3e-05,3e-05,,0.35844039998482913,0.39160309999715537,0.2248435000074096,0.2583800000138581,2.0001324000186287,,2.3083327999920584,2.3083327999920584,0.0,2.3083327999920584,2.5084458999917842,3.550318400026299,1.2419856000342406,1.2419856000342406,0.22942,0.09755479328898886,0.11106238005207962,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
167,0.5,none,green,red,433.9478798429844,,,,,0,48,48,171,trial,,,,,,green,0.4339478798429844,0.43333333333333335,0.167,0.16666666666666666,0.6342778798429843,0.6333333333333333,trial_list_0.5_green.csv,2.3085537999868393,0.9960933999973349,2e-05,2e-05,,0.633797999995295,0.6668463000096381,0.433560999983456,0.4668124999734573,2.0004656999954022,,2.3085537999868393,3.667019699991215,1.3584659000043757,2.3085537999868393,2.5086722999694757,5.5333742999937385,3.2248205000068992,1.8663546000025235,0.74786,0.10522615968062721,-0.10382314421821885,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
167,0.5,none,green,red,393.34261111828096,,,,,0,49,49,295,trial,,,,,,green,0.39334261111828095,0.39166666666666666,0.167,0.16666666666666666,0.593672611118281,0.5916666666666667,trial_list_0.5_green.csv,2.3084181000012904,0.9966430999920703,4e-05,4e-05,0.03373,0.5918037999654189,0.6251608000020497,0.39198259997647256,0.4253694000071846,2.000079699966591,2.033330100006424,2.3084181000012904,2.317007699981332,0.008589599980041385,2.3084181000012904,2.5085944999591447,3.2165789999999106,0.9081608999986202,0.8995713000185788,0.26468,0.1092350462017883,0.09959665977221874,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,1482.6068886076157,0,0,0,0,0,50,50,159,fam,0.5413003999856301,0.5413003999856301,269.99999999999955,2.5498663000180386,2.5498663000180386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,1482.6068886076157,1,0,1,0,0,50,50,159,fam,0.497434799966868,0.497434799966868,269.99999999999955,2.505706999974791,2.505706999974791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,1482.6068886076157,2,0,2,0,0,50,50,159,fam,0.4973181000095792,0.4973181000095792,269.99999999999955,2.505620200012345,2.505620200012345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,1482.6068886076157,3,0,3,0,0,50,50,159,fam,0.4977381000062451,0.4977381000062451,269.99999999999955,2.5058890999644063,2.5058890999644063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,1482.6068886076157,,,,,0,50,50,159,trial,,,,,,green,1.4826068886076158,1.4833333333333334,-0.167,-0.16666666666666666,1.2822768886076157,1.2833333333333332,trial_list_0.5_green.csv,2.3084798000054434,0.9977683000033721,3e-05,3e-05,,1.2835333000402898,1.3167184999911115,1.483522200025618,1.516681500012055,1.9995578000089154,,2.3084798000054434,2.3084798000054434,0.0,2.3084798000054434,2.508413100033067,3.5248049999936484,1.216325199988205,1.216325199988205,1.31911,-0.12458923269493223,-0.07955697991363142,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
100,0.5,none,green,red,676.7381874194159,,,,,0,51,51,357,trial,,,,,,green,0.6767381874194159,0.675,0.1,0.1,0.810068187419416,0.8083333333333333,trial_list_0.5_green.csv,2.3078342999797314,0.997766499989666,3e-05,3e-05,0.03319,0.8083504000096582,0.841686200001277,0.6751490000169724,0.7084780000150204,2.0000400000135414,2.0332204999867827,2.3078342999797314,2.3078342999797314,0.0,2.3078342999797314,2.507871999987401,3.649948399979621,1.3421140999998897,1.3421140999998897,0.22712,0.09675060813720053,0.11176363353780064,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,1659.215146053672,,,,,0,52,52,373,trial,,,,,,green,1.659215146053672,1.6666666666666667,-0.167,-0.16666666666666666,1.458885146053672,1.4583333333333333,trial_list_0.5_green.csv,2.3082479999866337,0.9966335000353865,3e-05,3e-05,0.03311,1.458363300014753,1.4915365999913774,1.6664231999893673,1.7001164000248536,1.999738599988632,2.03314999997383,2.3082479999866337,2.3082479999866337,0.0,2.3082479999866337,2.507880799996201,3.4914807999739423,1.1832327999873087,1.1832327999873087,1.47146,-0.14722991287185005,-0.01323414947162697,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
100,0.5,none,red,green,384.5801525964873,,,,,0,53,53,212,trial,,,,,,red,0.3845801525964873,0.3833333333333333,0.1,0.1,0.5179101525964873,0.5166666666666666,trial_list_0.5_green.csv,2.308414700033609,0.9970976999611594,3e-05,3e-05,0.0335,0.5168781999964267,0.550211500027217,0.383622000052128,0.4168149000033736,1.9999920999980532,2.033476200012956,2.308414700033609,2.316895399999339,0.00848069996573031,2.308414700033609,2.508616700011771,5.1751195000251755,2.8667047999915667,2.8582241000258364,0.21421,0.09214016772503393,0.1155940286004971,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-33,0.5,none,green,red,636.5261432080581,,,,,0,54,54,411,trial,,,,,,green,0.6365261432080581,0.6416666666666666,-0.033,-0.03333333333333333,0.5701961432080581,0.575,trial_list_0.5_green.csv,2.308455499995034,0.9964417000301182,3e-05,3e-05,0.0333,0.5750597000005655,0.6084465000312775,0.641909800004214,0.6751493000192568,1.9995305999764241,2.0328925999929197,2.308455499995034,2.3668488999828696,0.05839339998783544,2.308455499995034,2.508315399987623,8.566702699987218,6.258247199992184,6.199853800004348,0.08625,0.03956405523701119,0.14243059885324028,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-33,0.5,none,red,green,319.1433035638956,,,,,0,55,55,260,trial,,,,,,red,0.3191433035638956,0.31666666666666665,-0.033,-0.03333333333333333,0.2528133035638956,0.25,trial_list_0.5_green.csv,2.3083370000240393,0.9973021000041626,3e-05,3e-05,,0.250534700055141,0.28358540002955124,0.316723300027661,0.35042560001602396,2.0002247000229545,,2.3083370000240393,2.3083370000240393,0.0,2.3083370000240393,2.5081185000017285,3.774823900021147,1.4664868999971077,1.4664868999971077,0.09806,0.044820628707394214,0.14086483308038183,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-300,0.5,none,red,green,1535.19892588671,,,,,0,56,56,424,trial,,,,,,red,1.53519892588671,1.5416666666666667,-0.3,-0.3,1.2018689258867101,1.2083333333333333,trial_list_0.5_green.csv,2.3081810000003316,0.9974266999633983,3e-05,3e-05,0.03354,1.2084180999663658,1.2415531000006013,1.541470299998764,1.5749791999696754,2.0000225999974646,2.033114999998361,2.3081810000003316,2.649536899989471,0.3413558999891393,2.3081810000003316,2.5079094999819063,6.05854709999403,3.7503660999936983,3.409010200004559,1.59548,-0.14122350082420249,0.04367737138892861,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
167,0.5,none,red,green,1523.325715499864,,,,,0,57,57,308,trial,,,,,,red,1.5233257154998638,1.525,0.167,0.16666666666666666,1.7236557154998637,1.7249999999999999,trial_list_0.5_green.csv,2.308208500035107,0.9969583000056446,3e-05,3e-05,0.03321,1.7248253999860026,1.75844370003324,1.5249044999945909,1.5582317000371404,1.9999344000243582,2.0334532000124454,2.308208500035107,2.391587999998592,0.0833794999634847,2.308208500035107,2.508108699985314,3.349866300006397,1.04165779997129,0.9582783000078052,1.83475,-0.07334099906011632,0.12834674835520357,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
100,0.5,none,red,green,340.1620627989024,,,,,0,58,58,394,trial,,,,,,red,0.34016206279890243,0.3416666666666667,0.1,0.1,0.4734920627989024,0.475,trial_list_0.5_green.csv,2.308341800002381,0.997306999983266,4e-05,4e-05,0.03346,0.475057800009381,0.5082947000046261,0.34154360002139583,0.374679800006561,1.999987700022757,2.0331013000104576,2.308341800002381,2.316769600030966,0.008427800028584898,2.308341800002381,2.5082462999853306,3.816564200038556,1.5082224000361748,1.49979460000759,0.31086,0.1224849292726011,0.0827600873463521,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
300,0.5,none,green,red,1393.1854890131387,,,,,0,59,59,123,trial,,,,,,green,1.3931854890131388,1.4,0.3,0.3,1.7265154890131387,1.7333333333333334,trial_list_0.5_green.csv,2.3083210000186227,0.9972791000036523,3e-05,3e-05,,1.7335046000080183,1.766901199996937,1.3999266999890096,1.4330032999860123,1.9999347999691963,,2.3083210000186227,2.3083210000186227,0.0,2.3083210000186227,2.5083567000110634,3.6167088999645784,1.3083878999459557,1.3083878999459557,1.72881,-0.11124852816826347,0.09734246214723055,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,green,red,902.7371558591312,,,,,0,60,60,19,trial,,,,,,green,0.9027371558591313,0.9083333333333333,-0.167,-0.16666666666666666,0.7024071558591312,0.7,trial_list_0.5_green.csv,2.308405200019479,0.9974981999839656,3e-05,3e-05,0.03358,0.6999108999734744,0.7333803999936208,0.9084428999922238,0.941751700011082,1.9995436000172049,2.0329590999754146,2.308405200019479,2.35835340002086,0.04994820000138134,2.308405200019479,2.5081988999736495,3.7752592000178993,1.4668539999984205,1.4169057999970391,0.6154,0.13821461570017707,-0.052426233541446474,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-300,0.5,none,red,green,1162.475087855698,,,,,0,61,61,136,trial,,,,,,red,1.162475087855698,1.1666666666666667,-0.3,-0.3,0.8291450878556978,0.8333333333333334,trial_list_0.5_green.csv,2.3073769999900833,0.9970927000395022,5e-05,5e-05,,0.8330654000164941,0.8663959000259638,1.1660615000291727,1.199612500029616,1.999172699986957,,2.3073769999900833,2.3073769999900833,0.0,2.3073769999900833,2.5078754000132903,4.224310100020375,1.9169331000302918,1.9169331000302918,1.29716,-0.11881197280808171,-0.08795172013065788,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-100,0.5,none,red,green,291.7133053344964,,,,,0,62,62,280,trial,,,,,,red,0.2917133053344964,0.2916666666666667,-0.1,-0.1,0.1583833053344964,0.15833333333333333,trial_list_0.5_green.csv,2.3078619000152685,0.9977014999603853,4e-05,4e-05,0.03351,0.15833870001370087,0.1918629999854602,0.29195959999924526,0.3249872999731451,1.9995253999950364,2.032859399972949,2.3078619000152685,2.3078619000152685,0.0,2.3078619000152685,2.508137499971781,3.424734800006263,1.1168728999909945,1.1168728999909945,0.18012,0.07925367884290824,0.12478238796542998,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-167,0.5,none,red,green,1527.0870666595947,,,,,0,63,63,490,trial,,,,,,red,1.5270870666595948,1.5333333333333332,-0.167,-0.16666666666666666,1.3267570666595947,1.3333333333333333,trial_list_0.5_green.csv,2.3081112999934703,0.996385200007353,3e-05,3e-05,,1.3332837999914773,1.3665433999849483,1.5332970999879763,1.566654899972491,1.9998866999521852,,2.3081112999934703,2.316436799999792,0.008325500006321818,2.3081112999934703,2.5080326999886893,3.7166723999544047,1.4085610999609344,1.4002355999546126,1.6325,-0.13519994577169392,0.05977260760432784,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-233,0.5,none,green,red,476.4816862326503,,,,,0,64,64,153,trial,,,,,,green,0.4764816862326503,0.475,-0.233,-0.23333333333333334,0.21015168623265032,0.20833333333333334,trial_list_0.5_green.csv,2.308624299999792,0.9963923000032082,1e-05,1e-05,0.03329,0.2083124000346288,0.2416734000435099,0.4749458000296727,0.5084068000433035,2.0002317000180483,2.0335469000274315,2.308624299999792,2.308624299999792,0.0,2.308624299999792,2.5084676000406034,4.816793800040614,2.5081695000408217,2.5081695000408217,1.72266,-0.11310761926839438,0.0951759235307221,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
-300,0.5,none,green,red,1745.8190932621103,,,,,0,65,65,395,trial,,,,,,green,1.7458190932621103,1.75,-0.3,-0.3,1.4124890932621104,1.4166666666666667,trial_list_0.5_green.csv,2.3084145999746397,0.9963398999534547,3e-05,3e-05,0.03337,1.4167878000298515,1.4501094000297599,1.7498522999812849,1.7831435999833047,1.9998131000320427,2.03310749999946,2.3084145999746397,2.3084145999746397,0.0,2.3084145999746397,2.5083977000322193,7.233384600025602,4.924970000050962,4.924970000050962,0.67877,0.12511657880940025,-0.07872503835198218,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
300,0.5,none,green,red,1097.4259121838272,,,,,0,66,66,185,trial,,,,,,green,1.0974259121838272,1.1,0.3,0.3,1.4307559121838271,1.4333333333333333,trial_list_0.5_green.csv,2.3087169000064023,0.9971476000500843,3e-05,3e-05,0.03333,1.4333657000097446,1.466793500003405,1.0998881999985315,1.133279500005301,2.0002465000143275,2.0336200000019744,2.3087169000064023,2.650192099972628,0.3414751999662258,2.3087169000064023,2.508479100011755,8.76628989999881,6.457572999992408,6.116097800026182,1.19582,-0.08531051818861039,-0.12072243139897698,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
33,0.5,none,green,red,1298.832004691251,,,,,0,67,67,91,trial,,,,,,green,1.2988320046912512,1.3,0.033,0.03333333333333333,1.365162004691251,1.3666666666666667,trial_list_0.5_green.csv,2.3082994999713264,0.999145999958273,3e-05,3e-05,0.03346,1.3667131999973208,1.4001729000010528,1.3000107999541797,1.3334389999508858,2.0001265999744646,2.0334392999648117,2.3082994999713264,2.3082994999713264,0.0,2.3082994999713264,2.5083797999541275,8.099921499961056,5.791621999989729,5.791621999989729,0.57426,0.14381889281396945,-0.03417478641124026,None,p12_base_02_cont,001,2023-05-10_11h09.03.874,expectation_shapes_perceived_time,2022.2.4,120.28483444436092,
