id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,cueForRep.started,space2pass.started,responseStarted,rtUntillMotionTreshold,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,audCueStart.stopped,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,-100,0.5,none,,red,green,,404.8618702837017,,,,,0,48,48,366,trial,,,,,,red,0.4048618702837017,0.4083333333333333,2.3080248999904143,0.9988445000053616,1e-05,1e-05,0.40813309999066405,0.4412525999941863,1.9995784999919124,,2.3080248999904143,2.3080248999904143,2.507960999995703,2.3164033999928506,0.00837850000243634,3.4245801999932155,1.1165553000028012,1.108176800000365,0.64465,0.13282010464081656,-0.0648892114275745,,,,None,,,-0.1,-0.1,0.27153187028370174,0.275,trial_list_0.5_green.csv,0.2742409999918891,0.3076271000027191,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-100,0.5,none,,red,green,,277.7798776826188,,,,,0,49,49,250,trial,,,,,,red,0.2777798776826188,0.275,2.3080648000031943,0.9969866999890655,2e-05,2e-05,0.2749997000064468,0.30808500001148786,1.9994745000003604,2.0327586000057636,2.3080648000031943,2.3080648000031943,2.5080085000081453,2.608235899999272,0.30017109999607783,3.3830898000014713,1.075024999998277,0.7748539000021992,0.60388,0.14002078886254993,-0.0473916516150169,,,,None,,0.03318,-0.1,-0.1,0.14444987768261883,0.14166666666666666,trial_list_0.5_green.csv,0.14136300000245683,0.17493629999808036,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,green,red,,895.6532193783589,0,0,0,0,0,50,50,37,fam,0.5403653999965172,0.5403653999965172,269.99999999999955,2.5487062000029255,2.5487062000029255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,green,red,,895.6532193783589,1,0,1,0,0,50,50,37,fam,0.4994695000059437,0.4994695000059437,269.99999999999955,2.5078536000073655,2.5078536000073655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,green,red,,895.6532193783589,2,0,2,0,0,50,50,37,fam,0.49822200000926387,0.49822200000926387,269.99999999999955,2.507132900005672,2.507132900005672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,green,red,,895.6532193783589,3,0,3,0,0,50,50,37,fam,0.4985191999876406,0.4985191999876406,269.99999999999955,2.506548199991812,2.506548199991812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,green,red,,895.6532193783589,,,,,0,50,50,37,trial,,,,,,green,0.895653219378359,0.9,2.3083063999947626,0.9988441999885254,1e-05,1e-05,0.900047999995877,0.9334788999985904,1.9996840999956476,,2.3083063999947626,2.3083063999947626,2.5085490999917965,2.7667339999898104,0.4584275999950478,4.049848599999677,1.7415422000049148,1.283114600009867,0.56062,0.14515115116467708,-0.02798094480282932,,,,None,,,-0.3,-0.3,0.5623232193783589,0.5666666666666667,trial_list_0.5_green.csv,0.567122799999197,0.5999626999982866,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,100,0.5,none,,red,green,,340.1620627989024,,,,,0,51,51,394,trial,,,,,,red,0.34016206279890243,0.3416666666666667,2.3082602999929804,0.99899639999785,1e-05,1e-05,0.3413972999987891,0.3752053999924101,1.9996186999924248,,2.3082602999929804,2.3082602999929804,2.508019200002309,2.924955199996475,0.6166949000034947,3.9332162999926368,1.6249559999996563,1.0082610999961616,0.43858,0.145079733469084,0.028348913436487676,,,,None,,,0.1,0.1,0.4734920627989024,0.475,trial_list_0.5_green.csv,0.47486069999285974,0.5082012999919243,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,33,0.5,none,,green,red,,1302.1282395452083,,,,,0,52,52,239,trial,,,,,,green,1.3021282395452083,1.3083333333333333,2.3085886999906506,0.9977386000100523,1e-05,1e-05,1.3084302999923239,1.3417294999962905,1.9996774999890476,2.033081299989135,2.3085886999906506,2.3085886999906506,2.5085034999938216,2.724875699990662,0.4162870000000112,3.8586834000016097,1.550094700010959,1.1338077000109479,1.24685,-0.10348701285327178,-0.10555675311033721,,,,None,,0.03329,0.033,0.03333333333333333,1.3684582395452083,1.375,trial_list_0.5_green.csv,1.3754425999941304,1.408754099989892,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-233,0.5,none,,red,green,,825.2914895339311,,,,,0,53,53,162,trial,,,,,,red,0.825291489533931,0.825,2.308237099990947,0.9970475000009174,1e-05,1e-05,0.8250627999950666,0.8583976999943843,1.9999854999914533,2.0330677999882028,2.308237099990947,2.308237099990947,2.5086263999983203,2.691642999998294,0.38340590000734664,3.4580309000011766,1.1497938000102295,0.7663879000028828,0.67672,0.12562135367356791,-0.07791704215195985,,,,None,,0.03343,-0.233,-0.23333333333333334,0.5589614895339311,0.5583333333333333,trial_list_0.5_green.csv,0.5585541999898851,0.5918501999985892,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,100,0.5,none,,green,red,,970.958097079332,,,,,0,54,54,361,trial,,,,,,green,0.970958097079332,0.975,2.3079463000030955,0.9986353999993298,1e-05,1e-05,0.9748767999990378,1.0083504999929573,1.999791499998537,,2.3079463000030955,2.3079463000030955,2.508281000002171,2.4497177000012016,0.14177139999810606,3.6833115999907022,1.3753652999876067,1.2335938999895006,1.11945,-0.054180940619633924,-0.13753623388060918,,,,None,,,0.1,0.1,1.1042880970793318,1.1083333333333334,trial_list_0.5_green.csv,1.1083601999998791,1.141299099996104,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-233,0.5,none,,green,red,,714.8656642997069,,,,,0,55,55,269,trial,,,,,,green,0.7148656642997069,0.7166666666666667,2.3084748000110267,0.9973482000059448,1e-05,1e-05,0.7168098000111058,0.7498406000086106,1.9998782000038773,2.0333875000069384,2.3084748000110267,2.3084748000110267,2.5084859000053257,2.3084748000110267,0.0,3.6002017999999225,1.2917269999888958,1.2917269999888958,1.18395,-0.08075122043907967,-0.12381853800658885,,,,None,,0.03315,-0.233,-0.23333333333333334,0.44853566429970687,0.45,trial_list_0.5_green.csv,0.44997510001121555,0.48368620000837836,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-233,0.5,none,,green,red,,1020.7156997519464,,,,,0,56,56,221,trial,,,,,,green,1.0207156997519464,1.025,2.3080421000049682,0.9967869999964023,0.00011,0.00011,1.0249630000034813,1.0576989000110188,2.0000556000013603,2.033004800003255,2.3080421000049682,2.3080421000049682,2.508163300008164,2.449435500006075,0.14139340000110678,3.924515300008352,1.6164732000033837,1.475079800002277,1.14146,-0.063554290699089,-0.13346401046808692,,,,None,,0.03299,-0.233,-0.23333333333333334,0.7543856997519464,0.7583333333333333,trial_list_0.5_green.csv,0.7580911000113701,0.791652800005977,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,33,0.5,none,,red,green,,1187.4611857310897,,,,,0,57,57,268,trial,,,,,,red,1.1874611857310897,1.1916666666666667,2.308334700006526,0.9975756000058027,2e-05,2e-05,1.19178429999738,1.2250404999940656,1.9998198999965098,2.0332476000039605,2.308334700006526,2.308334700006526,2.508304400005727,2.4665094999945723,0.1581747999880463,3.5661793000035686,1.2578445999970427,1.0996698000089964,1.0982,-0.04488450836961093,-0.14084449178050326,,,,None,,0.03328,0.033,0.03333333333333333,1.2537911857310897,1.2583333333333333,trial_list_0.5_green.csv,1.2584976999933133,1.2918751999968663,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,300,0.5,none,,green,red,,944.8804001849516,,,,,0,58,58,163,trial,,,,,,green,0.9448804001849516,0.95,2.3083953999885125,0.9985864000045694,1e-05,1e-05,0.9499054999905638,0.9836043999966932,2.000075999996625,2.0331855999975232,2.3083953999885125,2.3083953999885125,2.508001099995454,2.3083953999885125,0.0,5.04132559998834,2.732930199999828,2.732930199999828,1.38632,-0.13849622932303932,-0.05167769750859676,,,,None,,0.03307,0.3,0.3,1.2782104001849517,1.2833333333333332,trial_list_0.5_green.csv,1.2831109999970067,1.3166638999973657,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,green,red,,339.99059092155005,,,,,0,59,59,431,trial,,,,,,green,0.33999059092155004,0.3416666666666667,2.3082206999970367,0.9908118000021204,1e-05,1e-05,0.34133619999920484,0.3750357999961125,1.999889800004894,,2.3082206999970367,2.3082206999970367,2.5081397000030847,2.3082206999970367,0.0,3.4247858000017004,1.1165651000046637,1.1165651000046637,0.6057,0.13974835191638363,-0.0481890868677185,,,,None,,,-0.033,-0.03333333333333333,0.27366059092155004,0.275,trial_list_0.5_green.csv,0.2749141999956919,0.30833590000111144,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,300,0.5,none,,red,green,,391.557200625323,,,,,0,60,60,412,trial,,,,,,red,0.391557200625323,0.39166666666666666,2.3083783999900334,0.9973402000032365,2e-05,2e-05,0.39190389998839237,0.42474819999188185,1.9998389999964274,2.0332828999962658,2.3083783999900334,2.3083783999900334,2.508682299987413,2.7915754999994533,0.48319710000941996,3.5079990999947768,1.1996207000047434,0.7164235999953235,0.65895,0.12977360454963227,-0.07078560248161761,,,,None,,0.03322,0.3,0.3,0.7248872006253231,0.725,trial_list_0.5_green.csv,0.7253277999989223,0.7584768999950029,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-100,0.5,none,,red,green,,869.9310040203023,,,,,0,61,61,100,trial,,,,,,red,0.8699310040203023,0.875,2.3084380000072997,0.9984609999955865,1e-05,1e-05,0.8749877000082051,0.9084339999972144,2.0003953999985242,2.033768200009945,2.3084380000072997,2.3084380000072997,2.5083085000078427,2.6753024000063306,0.36686439999903087,3.7331452000071295,1.4247071999998298,1.0578428000007989,0.92063,0.036480189833700986,-0.14325147715185022,,,,None,,0.0338,-0.1,-0.1,0.7366010040203023,0.7416666666666667,trial_list_0.5_green.csv,0.7418276000098558,0.7749184999993304,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,green,red,,1745.8190932621103,,,,,0,62,62,395,trial,,,,,,green,1.7458190932621103,1.75,2.3079747000010684,0.9980859000061173,2e-05,2e-05,1.7496551999938674,1.7831292000046233,1.9997555000009015,2.0329128000012133,2.3079747000010684,2.3079747000010684,2.508102299994789,2.524655100001837,0.2166804000007687,4.524436799998512,2.216462099997443,1.9997816999966744,1.63382,-0.13495156735604702,0.06033128893564456,,,,None,,0.03328,-0.3,-0.3,1.4124890932621104,1.4166666666666667,trial_list_0.5_green.csv,1.416265599997132,1.4493418000056408,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,33,0.5,none,,green,red,,1609.6889558635432,,,,,0,63,63,485,trial,,,,,,green,1.6096889558635432,1.6166666666666667,2.3085229999996955,0.9969965999916894,3e-05,3e-05,1.6172075999929802,1.6503781999927014,2.0002657000004547,,2.3085229999996955,2.3085229999996955,2.508539099988411,2.71683320000011,0.4083102000004146,4.175087699986761,1.866564699987066,1.4582544999866514,1.53128,-0.14711026107544906,0.014503828556734414,,,,None,,,0.033,0.03333333333333333,1.6760189558635432,1.6833333333333333,trial_list_0.5_green.csv,1.6835963999910746,1.7170271999930264,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-233,0.5,none,,green,red,,876.9912217733349,,,,,0,64,64,95,trial,,,,,,green,0.8769912217733349,0.8833333333333333,2.3078183000034187,0.9973014999995939,9e-05,9e-05,0.8828231999941636,0.9160239000048023,1.9995390999974916,2.032688999999664,2.3078183000034187,2.3078183000034187,2.5078208000049926,2.7243962999928044,0.4165779999893857,3.4912702000001445,1.1834518999967258,0.7668739000073401,0.81928,0.0794897771808955,-0.12463211977745345,,,,None,,0.03319,-0.233,-0.23333333333333334,0.6106612217733349,0.6166666666666667,trial_list_0.5_green.csv,0.6160836000053678,0.6495809000043664,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,33,0.5,none,,red,green,,241.0676692671824,,,,,0,65,65,52,trial,,,,,,red,0.2410676692671824,0.24166666666666667,2.308685800002422,0.9962689999956638,1e-05,1e-05,0.24189150000165682,0.2753025000129128,2.0000757000088925,2.0333011000038823,2.308685800002422,2.308685800002422,2.508434000003035,2.308685800002422,0.0,3.4666806000022916,1.1579947999998694,1.1579947999998694,0.47171,0.14724009286572376,0.013120404314767464,,,,None,,0.03333,0.033,0.03333333333333333,0.30739766926718237,0.30833333333333335,trial_list_0.5_green.csv,0.30834310001228005,0.3417212000058498,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-100,0.5,none,,green,red,,734.140442684108,,,,,0,66,66,261,trial,,,,,,green,0.734140442684108,0.7333333333333333,2.308161499997368,0.9986419000051683,1e-05,1e-05,0.7330711999966297,0.7667588999902364,2.000367999993614,2.033683799993014,2.308161499997368,2.308161499997368,2.508558899993659,2.641888199999812,0.333726700002444,3.383346899994649,1.075185399997281,0.7414586999948369,0.76652,0.09896359002800398,-0.10980891496257976,,,,None,,0.03336,-0.1,-0.1,0.600810442684108,0.6,trial_list_0.5_green.csv,0.6000677999982145,0.6334585000004154,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,100,0.5,none,,red,green,,915.1796437791772,,,,,0,67,67,284,trial,,,,,,red,0.9151796437791773,0.9166666666666666,2.3080649000039557,0.9970938000042224,1e-05,1e-05,0.9164422000030754,0.9498827999923378,1.9999859999952605,2.0332643000001553,2.3080649000039557,2.3080649000039557,2.508389700000407,2.641803999998956,0.3337390999950003,3.900008099997649,1.5919431999936933,1.258204099998693,0.85385,0.06551244481519093,-0.1325138088307271,,,,None,,0.03343,0.1,0.1,1.0485096437791772,1.05,trial_list_0.5_green.csv,1.0501340000046184,1.0832157999975607,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,300,0.5,none,,red,green,,1496.8690484400097,,,,,0,68,68,452,trial,,,,,,red,1.4968690484400098,1.5,2.308384299991303,0.9981284999958007,1e-05,1e-05,1.4997162999934517,1.5326220999995712,1.999729799994384,2.032933399998001,2.308384299991303,2.308384299991303,2.508229200000642,2.574621499996283,0.26623720000497997,3.8247959000000264,1.5164116000087233,1.2501744000037434,1.3827,-0.13789992308088939,-0.0532484851500464,,,,None,,0.03337,0.3,0.3,1.8301990484400097,1.8333333333333333,trial_list_0.5_green.csv,1.8329463999980362,1.8664391999918735,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,233,0.5,none,,red,green,,356.66781378967664,,,,,0,69,69,450,trial,,,,,,red,0.35666781378967666,0.35833333333333334,2.30815050000092,0.9972485000034794,1e-05,1e-05,0.35823890000756364,0.39135689999966417,1.999860500000068,2.0330336000042735,2.30815050000092,2.30815050000092,2.5085837000078754,2.30815050000092,0.0,3.6083276999997906,1.3001771999988705,1.3001771999988705,0.52984,0.1471744871502873,-0.013836917595326157,,,,None,,0.03313,0.233,0.23333333333333334,0.6229978137896767,0.625,trial_list_0.5_green.csv,0.624445100009325,0.6577528000052553,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,red,green,,1291.8869236311114,,,,,0,70,70,94,trial,,,,,,red,1.2918869236311115,1.3,2.3080503000091994,0.9974347999959718,2e-05,2e-05,1.299895700009074,1.3334176000062143,2.0001978000072995,,2.3080503000091994,2.3080503000091994,2.5085176000138745,2.708386000012979,0.4003357000037795,3.4665702000056626,1.1585198999964632,0.7581841999926837,1.04554,-0.021078978070598685,-0.14631290660768498,,,,None,,,-0.033,-0.03333333333333333,1.2255569236311115,1.2333333333333334,trial_list_0.5_green.csv,1.233550800010562,1.266686100003426,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,red,green,,368.2238275669898,,,,,0,71,71,194,trial,,,,,,red,0.36822382756698985,0.36666666666666664,2.308260899997549,0.9977232000092044,2e-05,2e-05,0.3664876999973785,0.4000311999989208,1.9998209999903338,2.0333213999983855,2.308260899997549,2.308260899997549,2.508288099998026,2.5829382999945665,0.27467739999701735,3.3583567999885418,1.0500958999909926,0.7754184999939753,0.60444,0.1399371113660676,-0.04763816557142726,,,,None,,0.03314,-0.033,-0.03333333333333333,0.30189382756698985,0.3,trial_list_0.5_green.csv,0.2999274999892805,0.33312739999382757,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-100,0.5,none,,green,red,,1427.573930289183,,,,,0,72,72,235,trial,,,,,,green,1.427573930289183,1.4333333333333333,2.3079750000033528,0.9973365000041667,2e-05,2e-05,1.4335028000059538,1.4665561000001617,1.9998328999936348,2.0333264999935636,2.3079750000033528,2.3079750000033528,2.5082819999952335,3.3079545999935362,0.9999795999901835,5.124896699999226,2.8169216999958735,1.81694210000569,1.08277,-0.03800701926066204,-0.142853968945247,,,,None,,0.03322,-0.1,-0.1,1.294243930289183,1.3,trial_list_0.5_green.csv,1.300001700001303,1.3334307000041008,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,red,green,,517.3684425674882,,,,,0,73,73,288,trial,,,,,,red,0.5173684425674882,0.5166666666666666,2.3081836000055773,0.9985015999991447,1e-05,1e-05,0.5171700000064448,0.5503586999984691,2.000564999994822,,2.3081836000055773,2.3081836000055773,2.509379600000102,2.3081836000055773,0.0,4.316937499999767,2.00875389999419,2.00875389999419,1.08109,-0.037253227229474946,-0.1430523925611838,,,,None,,,-0.3,-0.3,0.18403844256748816,0.18333333333333332,trial_list_0.5_green.csv,0.1832700999948429,0.21676969999680296,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,300,0.5,none,,green,red,,569.6106063967949,,,,,0,74,74,427,trial,,,,,,green,0.5696106063967948,0.575,2.308126500007347,0.9978230999986408,1e-05,1e-05,0.5747888000041712,0.6083773999998812,1.9994341999990866,2.0327352000022074,2.308126500007347,2.308126500007347,2.507980399997905,2.308126500007347,0.0,3.4747097000072245,1.1665831999998773,1.1665831999998773,1.10999,-0.0500707005310019,-0.13908527925278308,,,,None,,0.03303,0.3,0.3,0.902940606396795,0.9083333333333333,trial_list_0.5_green.csv,0.9077801000094041,0.941612399998121,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,green,red,,830.090903364285,0,0,0,0,0,75,75,223,fam,0.5406370999990031,0.5406370999990031,269.99999999999955,2.5487466999911703,2.5487466999911703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,green,red,,830.090903364285,1,0,1,0,0,75,75,223,fam,0.4986492000025464,0.4986492000025464,269.99999999999955,2.5065212000044994,2.5065212000044994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,green,red,,830.090903364285,2,0,2,0,0,75,75,223,fam,0.4992651000065962,0.4992651000065962,269.99999999999955,2.5077301999990596,2.5077301999990596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,green,red,,830.090903364285,3,0,3,0,0,75,75,223,fam,0.49903140000242274,0.49903140000242274,269.99999999999955,2.507011199995759,2.507011199995759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,green,red,,830.090903364285,,,,,0,75,75,223,trial,,,,,,green,0.830090903364285,0.8333333333333334,2.307913799988455,0.9908823000005214,1e-05,1e-05,0.8333067999919876,0.8664789999893401,1.9996070999914082,2.0330447999876924,2.307913799988455,2.307913799988455,2.5077255999931367,2.307913799988455,0.0,3.5499279999930877,1.2420142000046326,1.2420142000046326,0.4416,0.14534225072194512,0.026970726938092902,,,,None,,0.0334,-0.033,-0.03333333333333333,0.763760903364285,0.7666666666666666,trial_list_0.5_green.csv,0.7660621999966679,0.800131899988628,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,167,0.5,none,,green,red,,1010.3997768135594,,,,,0,76,76,401,trial,,,,,,green,1.0103997768135593,1.0166666666666666,2.3082449000066845,0.9953607999923406,2e-05,2e-05,1.016837500006659,1.0498607000045013,2.0000087000080384,2.0335244000016246,2.3082449000066845,2.3082449000066845,2.508526100005838,2.799637600008282,0.4913927000015974,3.6164948000077857,1.3082499000011012,0.8168571999995038,0.54598,0.1462841403938952,-0.02127769314820294,,,,None,,0.03319,0.167,0.16666666666666666,1.2107297768135592,1.2166666666666666,trial_list_0.5_green.csv,1.2165882999979658,1.2502621000021463,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,100,0.5,none,,green,red,,1685.952709035815,,,,,0,77,77,17,trial,,,,,,green,1.6859527090358148,1.6916666666666667,2.3078636999998707,0.9974077000078978,1e-05,1e-05,1.6918701999966288,1.7249133000004804,1.9996110999927623,2.032884700005525,2.3078636999998707,2.3078636999998707,2.508212500004447,2.7247567000013078,0.41689300000143703,3.8250915999960853,1.5172278999962145,1.1003348999947775,1.1229,-0.05566723804471293,-0.13694140558999385,,,,None,,0.03318,0.1,0.1,1.8192827090358148,1.825,trial_list_0.5_green.csv,1.8252474000037182,1.8584845000004862,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-100,0.5,none,,green,red,,1525.2191744454078,,,,,0,78,78,135,trial,,,,,,green,1.5252191744454078,1.5333333333333332,2.307770300001721,0.99762809999811,1e-05,1e-05,1.53300969999691,1.566616600000998,1.999806499996339,,2.307770300001721,2.307770300001721,2.50817499999539,2.5996354000089923,0.2918651000072714,3.5744761000096332,1.2667058000079123,0.9748407000006409,1.09345,-0.04277857168680751,-0.14149835250251713,,,,None,,,-0.1,-0.1,1.3918891744454078,1.4,trial_list_0.5_green.csv,1.399962499999674,1.4330483000085223,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,green,red,,199.3764937912792,,,,,0,79,79,29,trial,,,,,,green,0.1993764937912792,0.2,2.3079421000002185,0.9980623000010382,3e-05,3e-05,0.1996176000102423,0.23314890000619926,1.9996195000130683,2.0332996000070125,2.3079421000002185,2.3079421000002185,2.5078157000098145,2.3079421000002185,0.0,3.4165396000025794,1.108597500002361,1.108597500002361,0.39687,0.14013276688795714,0.04705951126834382,,,,None,,0.03315,-0.033,-0.03333333333333333,0.1330464937912792,0.13333333333333333,trial_list_0.5_green.csv,0.13319500000216067,0.16663050001079682,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-33,0.5,none,,red,green,,608.3206118373539,,,,,0,80,80,466,trial,,,,,,red,0.6083206118373539,0.6083333333333333,2.308154899990768,0.9976934000005713,1e-05,1e-05,0.6081510999938473,0.6412781999970321,1.9998652999929618,,2.308154899990768,2.308154899990768,2.5084107000002405,2.7001172000018414,0.39196230001107324,3.357778399993549,1.049623500002781,0.6576611999917077,0.66925,0.1274141406299023,-0.07494949448817782,,,,None,,,-0.033,-0.03333333333333333,0.5419906118373539,0.5416666666666666,trial_list_0.5_green.csv,0.5414466999936849,0.5745586999983061,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,-300,0.5,none,,red,green,,824.0775822796479,,,,,0,81,81,176,trial,,,,,,red,0.8240775822796479,0.825,2.308830099995248,0.9982008000079077,4e-05,4e-05,0.8253120999870589,0.85879099999147,2.0003857999981847,,2.308830099995248,2.308830099995248,2.5086687999864807,2.6420107999874745,0.33318069999222644,4.000022199994419,1.6911920999991708,1.3580114000069443,0.56538,0.144716321362804,-0.03014923361725083,,,,None,,,-0.3,-0.3,0.49074758227964793,0.49166666666666664,trial_list_0.5_green.csv,0.49188229998981114,0.5253017999930307,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
,233,0.5,none,,green,red,,1482.0130268479816,,,,,0,82,82,227,trial,,,,,,green,1.4820130268479816,1.4833333333333334,2.3086585999990348,0.9982371999940369,5e-05,5e-05,1.4834850000042934,1.5169698000099743,2.0002229000092484,,2.3086585999990348,2.3086585999990348,2.5086644000111846,2.633541300005163,0.3248827000061283,4.175028500001645,1.86636990000261,1.5414871999964816,1.268,-0.11026712299864787,-0.09845278839164988,,,,None,,0.03326,0.233,0.23333333333333334,1.7483430268479816,1.75,trial_list_0.5_green.csv,1.7502654999989318,1.7836673999991035,p10_base1_01,001,2023-05-05_15h52.36.363,expectation_shapes_perceived_time,2022.2.4,120.39460537091526,
