id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,cueForRep.started,space2pass.started,responseStarted,rtUntillMotionTreshold,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,fam,1.17306169999938,1.17306169999938,270.0000000000009,3.165350999999646,3.165350999999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,1,0,1,0,,,,,fam,0.49872700000196346,0.49872700000196346,270.0000000000009,2.490326399998594,2.490326399998594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,2,0,2,0,,,,,fam,0.4983844999987923,0.4983844999987923,270.0000000000009,2.490188299998408,2.490188299998408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,3,0,3,0,,,,,fam,0.49952959999791346,0.49952959999791346,270.0000000000009,2.491099099999701,2.491099099999701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,4,0,4,0,,,,,fam,0.49862170000051265,0.49862170000051265,270.0000000000009,2.490256599998247,2.490256599998247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,,,,,0,0,0,0,test,,,,,,red,1.5229524960810923,1.5166666666666666,2.2915062999963993,0.9987494000015431,1.4999997802078724e-05,1e-05,0.03364249999867752,1.5167368999973405,1.5502337999969313,1.9999691999983042,2.033372599998984,2.2915062999963993,2.2915062999963993,2.59133269999802,4.066822199998569,1.7753159000021697,8.291717499996594,6.000211200000194,4.224895299998025,1.63312,-0.1350828301250558,0.06003681338891369,8.291717499996594,-0.1474393735655984,0.010649933289643594,space,5.692898300003435,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,,,,,1,0,1,0,test,,,,,,green,0.7031842013808534,0.7,2.291658999998617,0.99849549999999,1.720000000204891e-05,2e-05,0.03301920000012615,0.699927800000296,0.7330246999990777,1.999694099999033,2.033038999998098,2.291658999998617,2.291658999998617,2.591364399999293,2.291658999998617,0.0,5.132773099998303,2.841114099999686,2.841114099999686,0.35755,0.13326630223669303,0.06396782507361266,5.132773099998303,0.11871657641752498,-0.08808044300633301,space,2.537237399999867,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,,,,,2,0,2,0,test,,,,,,green,1.7472286794852605,1.7416666666666667,2.2915907000024163,0.9987256999993406,1.2700002116616815e-05,1e-05,,1.741548400001193,1.7749145000016142,1.999947100001009,,2.2915907000024163,2.2915907000024163,2.591707400002633,2.333342600002652,0.041751900000235764,4.550015799999528,2.258425099997112,2.216673199996876,1.86079,-0.06260760401721663,0.13391070859238002,4.550015799999528,-0.10543308265470545,0.10361300612575611,space,1.9558970000034606,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,,,,,3,0,3,0,test,,,,,,red,1.7728405286093658,1.7666666666666666,2.291823100000329,0.9985154000023613,2.89999989036005e-05,3e-05,,1.7666859999990265,1.8000811999991129,2.000155599998834,,2.291823100000329,2.291823100000329,2.5916399999987334,2.3918459999986226,0.10002289999829372,4.6173595000000205,2.3255363999996916,2.225513500001398,1.84502,-0.06916480487732228,0.1306446314349421,4.6173595000000205,-0.09676405625346875,0.11175199046936683,space,2.0226158000004943,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,,,,,4,0,4,0,test,,,,,,red,1.6767401256355805,1.675,2.2915775000001304,0.9983624999986205,1.3799999578623101e-05,1e-05,0.03331140000227606,1.6747949000018707,1.7084517000002961,1.9998591000003216,2.0333147999990615,2.2915775000001304,2.2915775000001304,2.59144329999981,2.6831762000001618,0.3915987000000314,4.508805000001303,2.2172275000011723,1.825628800001141,1.73092,-0.11059972567779734,0.0980790020161599,4.508805000001303,-0.12561614041733427,0.07792544657005493,space,1.9171781000040937,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,0,0,0,0,0,-1,-1,0,fam,0.5316844999979367,0.5316844999979367,270.0000000000009,2.523719799999526,2.523719799999526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,1,0,1,0,0,-1,-1,0,fam,0.4987094000025536,0.4987094000025536,270.0000000000009,2.4905006000008143,2.4905006000008143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,2,0,2,0,0,-1,-1,0,fam,0.49861779999991995,0.49861779999991995,270.0000000000009,2.490457800002332,2.490457800002332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,3,0,3,0,0,-1,-1,0,fam,0.4981721000003745,0.4981721000003745,270.0000000000009,2.4901319000018702,2.4901319000018702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,500,0.5,none,25,green,red,no_Expectation,,,,,,0,0,0,6,train_doubleStim,,,,,,green,0.4484546137233507,0.45,2.292074100001628,0.9987965000000258,1e-05,1e-05,0.03367,0.44999590000225,0.4834958000028564,2.0003228000023228,2.0337390000022424,2.292074100001628,2.292074100001628,2.491684800002986,2.425445700002456,0.13337160000082804,4.166832200000499,1.8747580999988713,1.7413864999980433,0.87112,0.05823053316987949,-0.13587124406305215,,,,None,,0.5,0.5,0.9817846137233507,0.975,training_double_stim.csv,0.9750718000032066,1.0081625000020722,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,-500,0.5,none,77,green,red,no_Expectation,,,,,,0,1,1,1,train_doubleStim,,,,,,green,0.7939971114032778,0.7916666666666666,2.291142599999148,0.9972988000008627,1e-05,1e-05,,0.7913857999992615,0.8249219999997877,1.9995466000000306,,2.291142599999148,2.291142599999148,2.4916655000015453,2.291142599999148,0.0,3.6831012000002374,1.3919586000010895,1.3919586000010895,0.82039,0.07905565711285308,-0.12490793823830786,,,,None,,-0.5,-0.5,0.2606671114032778,0.2583333333333333,training_double_stim.csv,0.25809099999969476,0.2915601999993669,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,-500,0.5,none,46,red,green,no_Expectation,,,,,,0,2,2,4,train_doubleStim,,,,,,red,1.1329587711509705,1.1333333333333333,2.291884399997798,0.9976328999982798,1e-05,1e-05,0.03325,1.133144799998263,1.1662391999998363,2.000017399997887,2.0332071999982873,2.291884399997798,2.291884399997798,2.491934300000139,2.3999158999977226,0.10803149999992456,4.250439799998276,1.9585554000004777,1.8505239000005531,0.72697,0.11180825859715597,-0.09669903446240516,,,,None,,-0.5,-0.5,0.5996287711509705,0.6,training_double_stim.csv,0.6000202999966859,0.6335667999992438,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,-500,0.5,none,68,red,green,no_Expectation,,,,,,0,3,3,3,train_doubleStim,,,,,,red,1.229692801169055,1.225,2.2917546999997285,0.9970992999988084,2e-05,2e-05,0.0333,1.2248065000021597,1.258093500000541,1.9998223000002326,2.0334602000002633,2.2917546999997285,2.2917546999997285,2.491756399998849,2.483303799999703,0.19154909999997471,4.050178699999378,1.7584239999996498,1.566874899999675,1.18347,-0.08056209061350739,-0.12394167786693444,,,,None,,-0.5,-0.5,0.6963628011690551,0.6916666666666667,training_double_stim.csv,0.6915628000024299,0.7249446999994689,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,500,0.5,none,98,red,green,no_Expectation,,,,,,0,4,4,5,train_doubleStim,,,,,,red,0.29649107956759885,0.2916666666666667,2.291724399998202,0.9970726000028662,2e-05,2e-05,0.03387,0.29185819999838714,0.3253737999984878,2.0003266999992775,2.0335244000016246,2.291724399998202,2.291724399998202,2.4919412000017473,2.3585830999982136,0.0668587000000116,3.625211599999602,1.3334872000014002,1.2666285000013886,0.39998,0.14058519367969763,0.04569018794590173,,,,None,,0.5,0.5,0.8298210795675989,0.825,training_double_stim.csv,0.8251964000010048,0.8582980999999563,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,-500,0.5,none,59,green,red,no_Expectation,,,,,,0,5,5,0,train_doubleStim,,,,,,green,1.6275127318941014,1.625,2.29161749999912,0.9964805999989039,2e-05,2e-05,,1.6250136000016937,1.6583376999988104,1.9997537000017473,,2.29161749999912,2.29161749999912,2.4913215000015043,2.499825899998541,0.2082083999994211,4.424914200000785,2.133296700001665,1.925088300002244,1.59774,-0.14090989821342814,0.044678748214013804,,,,None,,-0.5,-0.5,1.0941827318941013,1.0916666666666666,training_double_stim.csv,1.0912783999992826,1.1247853999993822,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,500,0.5,none,33,green,red,no_Expectation,,,,,,0,6,6,7,train_doubleStim,,,,,,green,0.7943528192649442,0.7916666666666666,2.2918847000000824,0.9971547000022838,2e-05,2e-05,0.03356,0.7916703000009875,0.825014199999714,2.00002780000068,2.033538800002134,2.2918847000000824,2.2918847000000824,2.4917881000001216,2.2918847000000824,0.0,3.5167951000003086,1.2249104000002262,1.2249104000002262,1.0,0.0,-0.14782350948509485,,,,None,,0.5,0.5,1.3276828192649441,1.325,training_double_stim.csv,1.325226200002362,1.3582648000010522,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,500,0.5,none,60,red,green,no_Expectation,,,,,,0,7,7,8,train_doubleStim,,,,,,red,1.313302692944509,1.3083333333333333,2.2918838999976288,0.9978128000002471,2e-05,2e-05,,1.3083220999978948,1.3417625000001863,1.9999146000009205,,2.2918838999976288,2.2918838999976288,2.4917256999979145,3.2913537999993423,0.9994699000017135,5.4837320000006,3.1918481000029715,2.192378200001258,1.41375,-0.14243059885324028,-0.03956405523701119,,,,None,,0.5,0.5,1.846632692944509,1.8416666666666666,training_double_stim.csv,1.841792399998667,1.8749982000008458,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,500,0.5,none,88,red,green,no_Expectation,,,,,,0,8,8,9,train_doubleStim,,,,,,red,0.34763637821094595,0.35,2.2910780999991402,0.9975801000000502,1e-05,1e-05,0.03273,0.35008210000160034,0.38333309999870835,1.9997584000011557,2.033245300000999,2.2910780999991402,2.2910780999991402,2.4915996999989147,2.3993932000012137,0.10831510000207345,3.566238700001122,1.275160600001982,1.1668454999999085,0.84806,0.06791350820580619,-0.131299449197892,,,,None,,0.5,0.5,0.880966378210946,0.875,training_double_stim.csv,0.875222800001211,0.9082239999988815,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
1,-500,0.5,none,23,green,red,no_Expectation,,,,,,0,9,9,2,train_doubleStim,,,,,,green,1.3524456473923252,1.35,2.291818699999567,0.997653899998113,2e-05,2e-05,,1.3498803000002226,1.3831979999995383,1.9999610999984725,,2.291818699999567,2.291818699999567,2.4913567999974475,2.416846899999655,0.12502820000008796,3.4415106999986165,1.1496919999990496,1.0246637999989616,0.41193,0.14220190353424636,0.040378318287502046,,,,None,,-0.5,-0.5,0.819115647392325,0.8166666666666667,training_double_stim.csv,0.8168244999978924,0.8500935999982175,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,0,0,0,0,0,-1,-1,0,fam,0.5319497999989835,0.5319497999989835,270.0000000000009,2.523789700000634,2.523789700000634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,1,0,1,0,0,-1,-1,0,fam,0.4983132999986992,0.4983132999986992,270.0000000000009,2.489855700001499,2.489855700001499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
,,,,,,,,,2,0,2,0,0,-1,-1,0,fam,0.498306199999206,0.498306199999206,270.0000000000009,2.490212900000188,2.490212900000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10_high2_01,001,2023-05-04_16h11.34.292,expectation_shapes_perceived_time,2022.2.4,119.61937116439094,
