id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,responsePointer.started,cueForRep.started,space2pass.started,responseStarted,rtUntillMotionTreshold,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,audCueEnd.stopped,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,27,0,27,0,test,,,,,,red,0.5406831145067486,0.5371900826446281,2.308452800003579,0.9968209999788087,4.049998824484646e-05,4e-05,0.03344830000423826,0.541694199986523,0.5750115999835543,2.0002461999829393,2.308452800003579,2.308452800003579,2.608332900010282,2.308452800003579,0.0,4.741673099983018,2.433220299979439,2.433220299979439,0.55535,0.1455939253797442,-0.025577311215360464,4.741673099983018,0.1466177786477944,-0.01884189324023178,space,2.128179999999702,2.033600700000534,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,28,0,28,0,test,,,,,,green,0.696182001597149,0.6942148760330579,2.3080661999993026,0.9970014000136871,3.71999922208488e-05,4e-05,0.03318319999380037,0.6999876000045333,0.7334396000078414,1.9999874999921303,2.3080661999993026,2.3080661999993026,2.6077449999866076,2.3080661999993026,0.0,5.066404100012733,2.75833790001343,2.75833790001343,0.73855,0.10821698031423162,-0.10070191223685443,5.066404100012733,0.12062529578142533,-0.0854478084805782,space,2.45885489997454,2.033271499996772,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,29,0,29,0,test,,,,,,green,0.6214485192390216,0.6198347107438017,2.3087082999991253,0.9969180999905802,3.23000131174922e-05,3e-05,0.03313480000360869,0.6248435000015888,0.6582750999950804,1.9998747000063304,2.3087082999991253,2.3087082999991253,2.6083963999990374,2.3164480999985244,0.007739799999399111,4.032958399999188,1.724250100000063,1.7165103000006638,0.61236,0.13870917262908752,-0.051103379389663826,4.032958399999188,0.13719376568962427,-0.055042352896568635,space,1.4224946000031196,2.0331420000002254,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,30,0,30,0,test,,,,,,red,0.28742159001687584,0.2892561983471075,2.308264599996619,0.9969938000140246,8.940001134760678e-05,9e-05,0.03340290000778623,0.29173749999608845,0.32525349999195896,2.000000200001523,2.308264599996619,2.308264599996619,2.6085378999996465,2.308264599996619,0.0,4.451810700003989,2.14354610000737,2.14354610000737,0.17311,0.07648674255301478,0.12649730499152448,4.451810700003989,0.11606575776118422,0.0915452338017225,space,1.8395768000045791,2.0335098000068683,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,31,0,31,0,test,,,,,,red,1.5221546945846367,1.512396694214876,2.308408100012457,0.9953808000136632,3.3400021493434906e-05,3e-05,0.03299090001382865,1.5249506000254769,1.5581197999999858,2.0000017000129446,2.308408100012457,2.308408100012457,2.6080784000223503,2.308408100012457,0.0,5.399685300013516,3.091277200001059,3.091277200001059,1.80404,-0.08536286160688446,0.12068542503042286,5.399685300013516,-0.14746560308463907,0.010280362998144107,space,2.7894904999702703,2.033317100023851,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,32,0,32,0,test,,,,,,red,1.1704761375756894,1.1652892561983472,2.308489399991231,0.997153200005414,3.200001083314419e-05,3e-05,0.03306819999124855,1.1749639000045136,1.208189199998742,1.9998801999900024,2.308489399991231,2.308489399991231,2.6079964000091422,2.458254700002726,0.14976530001149513,4.433090700011235,2.1246013000200037,1.9748360000085086,1.37653,-0.13684102563488706,-0.055913537356190424,4.433090700011235,-0.07543853061233058,-0.12712520621632195,space,1.8203311999968719,2.0332760000019334,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,33,0,33,0,test,,,,,,red,0.8483053174275024,0.8429752066115703,2.308487600006629,0.996755200001644,3.3800024539232254e-05,3e-05,,0.8499806000036187,0.8833224000118207,2.0000574000005145,2.308487600006629,2.308487600006629,2.608072800008813,2.3501222000049893,0.0416345999983605,4.691618400014704,2.3831308000080753,2.341496200009715,0.57996,0.14318347210104626,-0.03674620080469328,4.691618400014704,0.0678107479677012,-0.1313525500953477,space,2.0827194999728817,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,34,0,34,0,test,,,,,,green,1.819117457552382,1.8099173553719008,2.308533500006888,0.9966106999781914,4.050001734867692e-05,4e-05,,1.8251812000235077,1.8584010000049602,2.000074100011261,2.308533500006888,2.308533500006888,2.608226600015769,2.3169363000197336,0.008402800012845546,5.27508449999732,2.9665509999904316,2.958148199977586,1.06589,-0.030380278831888152,-0.14466799443756262,5.27508449999732,-0.07955354344490545,0.12459142699981192,space,2.663643999985652,2.0336150000221096,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,35,0,35,0,test,,,,,,green,0.9418034918371757,0.9338842975206612,2.3077267999760807,0.9968328999821097,4.1099992813542485e-05,4e-05,0.033018299989635125,0.9414443999994546,0.9748494999948889,2.0001531999732833,2.3077267999760807,2.3077267999760807,2.6082820000010543,2.999687699979404,0.6919609000033233,7.916508999973303,5.608782199997222,4.916821299993899,0.90937,0.041523439518464614,-0.14187175168808744,7.916508999973303,0.026876214676876363,-0.14535975729593242,space,5.3083474000159185,2.0332616999803577,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,36,0,36,0,test,,,,,,red,1.5093356531622275,1.5041322314049588,2.3083304000028875,0.9968007999996189,4.040001658722758e-05,4e-05,0.03309860001900233,1.5164345000230242,1.5498825999966357,1.99991760001285,2.3083304000028875,2.3083304000028875,2.608177300018724,2.3083304000028875,0.0,4.283151200012071,1.9748208000091836,1.9748208000091836,1.5227,-0.147447845575419,0.010531988969672789,4.283151200012071,-0.14775993665520176,0.004334867488250365,space,1.671264999982668,2.033167300018249,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,37,0,37,0,test,,,,,,green,0.5098437535146814,0.5041322314049587,2.3083473999868147,0.9968845999974292,3.2199983252212405e-05,3e-05,0.03322299997671507,0.5080013999831863,0.5415528999874368,1.9999886000005063,2.3083473999868147,2.3083473999868147,2.6079679999966174,2.3914924999990035,0.08314510001218878,3.8578700999787543,1.5495226999919396,1.4663775999797508,0.48602,0.14768090869513478,0.006491468514071859,3.8578700999787543,0.14775282890464908,-0.004570722827237058,space,1.243765799998073,2.0332228999759536,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,38,0,38,0,test,,,,,,red,1.7308422596874764,1.71900826446281,2.3082238000060897,0.996765999996569,3.200001083314419e-05,3e-05,0.03334910000558011,1.7332376000122167,1.7667091000184882,2.0002283999929205,2.3082238000060897,2.3082238000060897,2.608371200010879,2.3082238000060897,0.0,3.9917741999961436,1.6835503999900538,1.6835503999900538,1.67781,-0.12535408533544046,0.07834630333465029,3.9917741999961436,-0.11062499315014004,0.0980505015133599,space,1.3776159999833908,2.03340919999755,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,39,0,39,0,test,,,,,,green,1.0314563060314048,1.0247933884297522,2.3082315000065137,0.9970209000166506,4.010001430287957e-05,4e-05,0.03295960000832565,1.0329162999987602,1.066686700010905,1.9996207000222057,2.3082315000065137,2.3082315000065137,2.6082179000077303,2.3581057999981567,0.049874299991643056,3.691350000008242,1.3831185000017285,1.3332442000100855,0.97025,0.013797951136833774,-0.14717814545956026,3.691350000008242,-0.014584582056975149,-0.14710227708201284,space,1.081161099980818,2.033316300017759,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,0,0,0,0,,,,,fam,0.5566618999873754,0.5566618999873754,269.99999999999955,2.5650821999879554,2.5650821999879554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,1,0,1,0,,,,,fam,0.4975988999940455,0.4975988999940455,269.99999999999955,2.505945500015514,2.505945500015514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,2,0,2,0,,,,,fam,0.4973259999824222,0.4973259999824222,269.99999999999955,2.5057092999923043,2.5057092999923043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,3,0,3,0,,,,,fam,0.4978011999919545,0.4978011999919545,269.99999999999955,2.5054798999917693,2.5054798999917693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,4,0,4,0,,,,,fam,0.49762789998203516,0.49762789998203516,269.99999999999955,2.5058373999781907,2.5058373999781907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,0,0,0,0,testSingleStim,,,,,,red,1.6821183180127113,1.6694214876033058,0.05155530001502484,0.9975669000123162,4.05999890062958e-05,4e-05,0.0333284999942407,1.6832741999824066,1.7166390999918804,1.9994074999995064,2.30826259998139,2.30826259998139,2.6083042999962345,2.683230499998899,0.37496790001750924,4.141485699976329,1.8332230999949388,1.4582551999774296,0.83721,0.07234719815716883,-0.1289095530800463,,,,None,,2.0323607999889646,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,1,0,1,0,testSingleStim,,,,,,red,1.7274969316191293,1.71900826446281,0.004613299999618903,0.9974305000214372,4.049998824484646e-05,4e-05,,1.7330438999924809,1.7660867999948096,1.9996590999944601,2.3081075999944005,2.3081075999944005,2.60811579998699,2.3081075999944005,0.0,3.6000041000079364,1.2918965000135358,1.2918965000135358,1.47904,-0.14750323670022897,-0.009725488134081032,,,,None,,2.032780100009404,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,2,0,2,0,testSingleStim,,,,,,red,1.3152434298097126,1.3057851239669422,0.0046876000124029815,0.9960040000150912,3.2499985536560416e-05,3e-05,0.03310959998634644,1.3165491000108887,1.3499318000103813,1.9998754000116605,2.307832699996652,2.307832699996652,2.6085849000082817,2.307832699996652,0.0,3.949930200004019,1.6420975000073668,1.6420975000073668,1.24771,-0.10377232768145932,-0.10527627445945147,,,,None,,2.0332039000059012,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,3,0,3,0,testSingleStim,,,,,,red,1.2979706056638938,1.2892561983471076,0.004707000014605001,0.9969943000178318,3.4900003811344504e-05,3e-05,0.03331540001090616,1.300336399988737,1.3335485999996308,2.00015780000831,2.3079094999993686,2.3079094999993686,2.6083480000088457,2.3079094999993686,0.0,3.1834702999913134,0.8755607999919448,0.8755607999919448,1.43914,-0.14513014305600747,-0.028089705107614348,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,4,0,4,0,testSingleStim,,,,,,green,0.19396841416828892,0.19008264462809918,0.004688399989390746,0.9971600999997463,3.270001616328955e-05,3e-05,0.03309940002509393,0.19156620002468117,0.22482860001036897,1.9998049999994691,2.307977900025435,2.307977900025435,2.6079365000186954,2.307977900025435,0.0,4.183043099998031,1.875065199972596,1.875065199972596,0.23351,0.09897412482288945,0.109799419725393,,,,None,,2.033217800024431,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,5,0,5,0,testSingleStim,,,,,,red,1.6591733105587352,1.6528925619834711,0.004573900019749999,0.9974096000078134,8.6499989265576e-05,9e-05,0.03317269997205585,1.6667055999860168,1.70004169997992,1.9998713999812026,2.308358299982501,2.308358299982501,2.607983599998988,2.31641159998253,0.008053300000028685,4.741478099982487,2.433119799999986,2.425066499999957,1.73914,-0.10803325725116975,0.10089898554590382,,,,None,,2.0332082999811973,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,6,0,6,0,testSingleStim,,,,,,green,0.8907660433968857,0.8842975206611571,0.00460039998870343,0.996628699998837,3.29999893438071e-05,3e-05,0.03344410000136122,0.8917249999940395,0.92504070000723,1.9998991999891587,2.307803600007901,2.307803600007901,2.6080708999943454,2.307803600007901,0.0,3.8500187000026926,1.5422150999947917,1.5422150999947917,1.42529,-0.14377002501547942,-0.034379788590658114,,,,None,,2.0337350000045262,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,7,0,7,0,testSingleStim,,,,,,red,0.4364426835940607,0.4380165289256198,0.00454850000096485,0.9966016999969725,3.269998705945909e-05,3e-05,0.03324580000480637,0.4417859000095632,0.47488829999929294,1.9999054000072647,2.307760800002143,2.307760800002143,2.6079060999909416,2.307760800002143,0.0,4.21652630000608,1.9087655000039376,1.9087655000039376,0.2062,0.08920301327988261,0.11787541040555918,,,,None,,2.033382099994924,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,8,0,8,0,testSingleStim,,,,,,red,1.7312566889144096,1.71900826446281,0.004524599993601441,0.9978937999985646,4.049998824484646e-05,4e-05,0.03288819998851977,1.7330701999890152,1.7663480000046548,1.9992997999943327,2.3073594000015873,2.3073594000015873,2.6078927000053227,2.4244962999946438,0.11713689999305643,3.8660554999951273,1.55869609999354,1.4415592000004835,1.79928,-0.08715844165204192,0.11939512555074236,,,,None,,2.0323897000052966,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,9,0,9,0,testSingleStim,,,,,,green,0.9578159443147428,0.9504132231404959,0.004668300010962412,0.9970821000169963,3.250001464039087e-05,3e-05,,0.9581990000151563,0.9917064000037499,2.0001679999986663,2.307743899989873,2.307743899989873,2.6083411000145134,2.307743899989873,0.0,4.983179000002565,2.6754351000126917,2.6754351000126917,0.8883,0.05081608792544312,-0.13881467921096657,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,10,0,10,0,testSingleStim,,,,,,green,1.7805773704710206,1.7685950413223142,0.004513799998676404,0.9963006000034511,3.260001540184021e-05,3e-05,0.033253800007514656,1.7833169999939855,1.8168605999962892,2.0003298000083305,2.3083904999948572,2.3083904999948572,2.6083641000150237,2.391834400012158,0.08344390001730062,3.208559199993033,0.9001686999981757,0.8167247999808751,1.58897,-0.14208609244934786,0.04078397098083133,,,,None,,2.033757600001991,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,11,0,11,0,testSingleStim,,,,,,red,1.1839802513977047,1.1818181818181819,0.0045566999760922045,0.9973088999977335,3.229998401366174e-05,3e-05,0.033307299978332594,1.1916630000050645,1.2248012000054587,1.9994892999820877,2.307809999998426,2.307809999998426,2.608257199986838,2.307809999998426,0.0,3.900170299981255,1.592360299982829,1.592360299982829,0.90154,0.04500034302685804,-0.1408075249550074,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,12,0,12,0,testSingleStim,,,,,,red,1.7036583621914134,1.694214876033058,0.004556900006718934,0.9967997000203468,3.239998477511108e-05,3e-05,0.033283299999311566,1.70831809999072,1.7416494000062812,1.9999964000016917,2.307841500005452,2.307841500005452,2.608127199986484,2.307841500005452,0.0,3.141460599988932,0.8336190999834798,0.8336190999834798,1.6142,-0.13841146506154872,0.051904299398080764,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,13,0,13,0,testSingleStim,,,,,,red,0.6748582162116316,0.6694214876033058,0.004656400007661432,0.9974363000073936,4.029998672194779e-05,4e-05,0.03353159999824129,0.6750846999930218,0.708540699997684,1.9995670999924187,2.308371499995701,2.308371499995701,2.6083931000030134,2.308371499995701,0.0,3.2661733999848366,0.9578018999891356,0.9578018999891356,0.32798,0.12675761363746998,0.07605456818248199,,,,None,,2.032889800000703,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,14,0,14,0,testSingleStim,,,,,,green,1.3577367964227403,1.3471074380165289,0.003145900001982227,0.9987567999924067,4.069998976774514e-05,4e-05,,1.3581209999974817,1.3916791999945417,1.9998967999999877,2.3083867999957874,2.3083867999957874,2.608290800009854,2.4081719999958295,0.0997852000000421,5.8499478999874555,3.541561099991668,3.441775899991626,1.07972,-0.03663558077952964,-0.14321181577452496,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,15,0,15,0,testSingleStim,,,,,,red,0.618976758159072,0.6198347107438017,0.004581699991831556,0.9970152000023518,3.999998443759978e-05,4e-05,,0.6250053999829106,0.6586688999959733,1.999604199983878,2.3083190999750514,2.3083190999750514,2.6084640999906696,2.450171099975705,0.1418520000006538,5.383449199987808,3.075130100012757,2.933278100012103,0.41846,0.14300035703846697,0.037452474462455636,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,16,0,16,0,testSingleStim,,,,,,green,0.958780649110556,0.9504132231404959,0.004610000003594905,0.9967852999980096,3.2199983252212405e-05,3e-05,0.033041799993952736,0.9581872999842744,0.9913543000002392,1.9998109999869484,2.3083281999861356,2.3083281999861356,2.6082539999915753,2.3164784999971744,0.00815030001103878,3.483117800002219,1.1747896000160836,1.1666393000050448,0.99581,0.0019448778261842293,-0.14781071479000144,,,,None,,2.0331948999955785,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,17,0,17,0,testSingleStim,,,,,,red,1.5290471587281786,1.5206611570247934,0.004621900006895885,0.9970864999922924,3.969998215325177e-05,4e-05,0.03308709998964332,1.5327994999825023,1.5660965999995824,1.9996537999832071,2.3077901999931782,2.3077901999931782,2.607902899995679,2.3077901999931782,0.0,3.8496099000039976,1.5418197000108194,1.5418197000108194,1.19208,-0.08388583721571827,-0.12171670497966965,,,,None,,2.032869499991648,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,18,0,18,0,testSingleStim,,,,,,green,0.6558147836200167,0.6528925619834711,0.004499400005443022,0.9973394999979064,3.3100019209086895e-05,3e-05,0.03318090000539087,0.6584645000111777,0.6914827000000514,1.9999509000044782,2.3081486000155564,2.3081486000155564,2.6081928000203334,2.3081486000155564,0.0,3.4747847000253387,1.1666361000097822,1.1666361000097822,0.41141,0.14213584439422905,0.04061024125549402,,,,None,,2.0331083000055514,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,19,0,19,0,testSingleStim,,,,,,green,1.374181556952238,1.3636363636363638,0.00473970000166446,0.9971821999934036,3.269998705945909e-05,3e-05,0.033167999994475394,1.3750868999923114,1.408627799974056,1.9994889999798033,2.30854269998963,2.30854269998963,2.6082365999754984,2.30854269998963,0.0,4.750022499996703,2.441479800007073,2.441479800007073,1.13055,-0.05894109311262894,-0.13556451415904652,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,20,0,20,0,testSingleStim,,,,,,green,0.4180399805317589,0.4132231404958678,0.004477999988012016,0.997304599994095,4.019998596049845e-05,4e-05,0.03302459997939877,0.4165987999876961,0.4496754999854602,1.9996223999769427,2.3082926999777555,2.3082926999777555,2.608138699986739,2.408323299983749,0.10003060000599362,4.832653099991148,2.524360400013393,2.424329800007399,0.25,0.10452700597570448,0.10452700597570448,,,,None,,2.0330438999808393,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,21,0,21,0,testSingleStim,,,,,,red,0.857729861737876,0.8512396694214877,0.004750399995828047,0.9978394999925513,4.0099985199049115e-05,4e-05,0.03337779999128543,0.8582848999940325,0.8916992000013124,1.9999328999838326,2.30820249998942,2.30820249998942,2.6081517999991775,2.3166330000094604,0.0084305000200402,3.3499983999936376,1.0417959000042174,1.0333653999841772,0.60064,0.14049665234281455,-0.04596173013445235,,,,None,,2.033398900006432,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,22,0,22,0,testSingleStim,,,,,,green,0.743141185580175,0.7355371900826446,0.004630599985830486,0.996871999988798,3.3199990866705775e-05,3e-05,0.03356310000526719,0.7417081999883521,0.7747051999904215,2.000092300004326,2.3082871999940835,2.3082871999940835,2.60844390001148,2.3082871999940835,0.0,4.474863999988884,2.1665767999948002,2.1665767999948002,0.69512,0.12090887321320432,-0.08504607183640643,,,,None,,2.0333973999950103,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,23,0,23,0,testSingleStim,,,,,,red,1.3499880959088335,1.3388429752066116,0.004476400004932657,0.9968972000060603,4.189999890513718e-05,4e-05,,1.3500640999991447,1.3833591000002343,2.000015400000848,2.3081304999941494,2.3081304999941494,2.6084815000067465,2.3081304999941494,0.0,3.7830452999914996,1.4749147999973502,1.4749147999973502,1.08625,-0.03956405523701119,-0.14243059885324028,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,24,0,24,0,testSingleStim,,,,,,green,0.99586488395503,0.9917355371900827,0.004387599998153746,0.997271100000944,4.120002267882228e-05,4e-05,0.03332110002520494,0.9997858999995515,1.0331409000209533,1.9998232000216376,2.30814210002427,2.30814210002427,2.607944400020642,2.30814210002427,0.0,4.00002669999958,1.6918845999753103,1.6918845999753103,0.65264,0.1311515012326377,-0.0681987806409716,,,,None,,2.0331810000061523,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,25,0,25,0,testSingleStim,,,,,,red,0.6825107791806361,0.6776859504132231,0.00442409998504445,0.996847100002924,3.23000131174922e-05,3e-05,0.03329059999668971,0.6828074000077322,0.7161054000025615,2.000132000015583,2.3083027000247966,2.3083027000247966,2.6084222000208683,2.3083027000247966,0.0,3.849884299997939,1.5415815999731421,1.5415815999731421,0.66733,0.12786347316619998,-0.0741803355773374,,,,None,,2.0335198000248056,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,26,0,26,0,testSingleStim,,,,,,green,0.9125889301127924,0.9090909090909092,0.00455750001128763,0.9969104000192601,3.239998477511108e-05,3e-05,0.03304429998388514,0.9160335999913514,0.949397799995495,1.9999204000050668,2.308185700007016,2.308185700007016,2.6083931000030134,2.308185700007016,0.0,3.7414998000022024,1.4333140999951866,1.4333140999951866,0.55874,0.14531350306742125,-0.027125187239251964,,,,None,,2.033084800001234,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,27,0,27,0,testSingleStim,,,,,,green,0.9656004632290105,0.9586776859504132,0.00459600001340732,0.996794900012901,4.010001430287957e-05,4e-05,0.033532300003571436,0.9661442000069655,0.9995720000006258,2.0001044000091497,2.30828670001938,2.30828670001938,2.6081742999958806,2.30828670001938,0.0,3.491766599996481,1.183479899977101,1.183479899977101,0.68813,0.12274755303036229,-0.082370068480901,,,,None,,2.0332853000145406,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,28,0,28,0,testSingleStim,,,,,,red,1.5053009086380584,1.4958677685950414,0.004547299991827458,0.9970285999879707,3.229998401366174e-05,3e-05,0.033461199986049905,1.5080878999724519,1.5414111999853048,2.000010299991118,2.308272599999327,2.308272599999327,2.6084509999782313,2.308272599999327,0.0,3.2249388999771327,0.9166662999778055,0.9166662999778055,1.0261,-0.012109045077173239,-0.14732671510560774,,,,None,,2.0333052999922074,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,29,0,29,0,testSingleStim,,,,,,red,0.8759683803467692,0.8677685950413223,0.004387199995107949,0.9971100999973714,3.2899988582357764e-05,3e-05,0.03329900000244379,0.8750509000092279,0.9083539000130259,1.9999933000071906,2.308135300001595,2.308135300001595,2.607820000004722,2.308135300001595,0.0,3.3084296000015456,1.0002942999999505,1.0002942999999505,0.82083,0.07888071408149851,-0.125018490242375,,,,None,,2.0333152000093833,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
