id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,responsePointer.started,cueForRep.started,space2pass.started,responseStarted,rtUntillMotionTreshold,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,audCueEnd.stopped,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,30,0,30,0,testSingleStim,,,,,,red,0.6080510136740902,0.6033057851239669,0.00443440000526607,0.9973087999969721,3.250001464039087e-05,3e-05,,0.6082149000139907,0.6415804999996908,1.9999979000131134,2.308279999997467,2.308279999997467,2.6084714000171516,2.308279999997467,0.0,3.5499012999935076,1.2416212999960408,1.2416212999960408,0.46006,0.14666158066154775,0.018497857020375392,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,31,0,31,0,testSingleStim,,,,,,green,0.6772940153072717,0.6776859504132231,0.004754599998705089,0.9968760999909136,4.1099992813542485e-05,4e-05,,0.6832594999868888,0.7167488999839406,1.999890899984166,2.3085529999807477,2.3085529999807477,2.607981799985282,2.3085529999807477,0.0,4.133267199998954,1.8247142000182066,1.8247142000182066,0.41558,0.1426553385669491,0.03874589442559111,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,32,0,32,0,testSingleStim,,,,,,green,1.3851511241437344,1.3801652892561984,0.004579800006467849,0.9964560999942478,4.069998976774514e-05,4e-05,0.03329349998966791,1.3916621999815106,1.4250023999775294,2.0000831999932416,2.3084541999851353,2.3084541999851353,2.608276399987517,2.3084541999851353,0.0,3.9084306999866385,1.5999765000015032,1.5999765000015032,1.46769,-0.14706267818669436,-0.01497860611160776,,,,None,,2.033332799997879,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,33,0,33,0,testSingleStim,,,,,,green,0.22547407960624957,0.2231404958677686,0.004444299993338063,0.9972527000063565,3.2100011594593525e-05,3e-05,0.03320140001596883,0.22484879998955876,0.25826850000885315,2.000258899992332,2.308289800013881,2.308289800013881,2.608272500016028,2.316516299993964,0.008226499980082735,5.307998100004625,2.9997082999907434,2.9914818000106607,0.31747,0.12417756892745509,0.08019801326564807,,,,None,,2.033380400011083,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,34,0,34,0,testSingleStim,,,,,,green,1.1258185451817084,1.1239669421487604,0.004635100020095706,0.9973629000014625,3.199998172931373e-05,3e-05,,1.1335439999820665,1.1664102999784518,2.000060199992731,2.307842099980917,2.307842099980917,2.6084746999840718,2.4915850999823306,0.18374300000141375,3.6833878999750596,1.3755457999941427,1.191802799992729,1.0,0.0,-0.14782350948509485,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,35,0,35,0,testSingleStim,,,,,,green,1.334945903653099,1.3305785123966942,0.004711799992946908,0.9969275999756064,3.2499985536560416e-05,3e-05,0.03344129998004064,1.341900599974906,1.3750093999842647,1.999905199976638,2.3084101999993436,2.3084101999993436,2.6079079999763053,2.491257999994559,0.1828477999952156,5.116575499996543,2.8081652999971993,2.6253175000019837,1.34446,-0.13052386693592385,-0.06939243558618738,,,,None,,2.033425999979954,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,36,0,36,0,testSingleStim,,,,,,red,1.6899074472952662,1.677685950413223,0.004587400006130338,0.997686499991687,4.099999205209315e-05,4e-05,,1.6913438999908976,1.7244884000101592,1.999325399985537,2.3076765000005253,2.3076765000005253,2.6078559999878053,2.624435000005178,0.3167585000046529,4.416250599984778,2.108574099984253,1.7918155999796,1.62168,-0.13715295276450745,0.055143970699131864,,,,None,,,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,37,0,37,0,testSingleStim,,,,,,red,0.2441900305261113,0.2396694214876033,0.004535799991572276,0.9971783999935724,3.229998401366174e-05,3e-05,0.033322100003715605,0.24176569998962805,0.2750393000023905,2.0003997999883723,2.308436699997401,2.308436699997401,2.6084942999877967,2.308436699997401,0.0,4.624928699980956,2.3164919999835547,2.3164919999835547,0.27079,0.11112767035203337,0.09748041258950298,,,,None,,2.0337421000003815,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,38,0,38,0,testSingleStim,,,,,,red,1.06011292287986,1.0578512396694215,0.004538899986073375,0.9975358000083361,3.229998401366174e-05,3e-05,0.03318830000353046,1.0666520999802742,1.100042099977145,2.000128199986648,2.3084129999915604,2.3084129999915604,2.6081182999769226,2.316911899979459,0.008498899987898767,3.7996938999858685,1.4912808999943081,1.4827820000064094,1.12841,-0.058030365310869705,-0.13595685587118045,,,,None,,2.033383000001777,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
,,,,,,,,,,,,39,0,39,0,testSingleStim,,,,,,green,0.7477511568514632,0.743801652892562,0.004735599999548867,0.9968879999942146,4.050001734867692e-05,4e-05,0.03330640000058338,0.7493798999930732,0.7827961000148207,2.0000681999954395,2.3081025000137743,2.3081025000137743,2.6082275999942794,2.3081025000137743,0.0,4.341506500000833,2.0334039999870583,2.0334039999870583,0.88401,0.05268368484249808,-0.13811668728979226,,,,None,,2.0334898000000976,,,,,,,,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,59,green,red,no_Expectation,,,,,0,0,0,0,train_doubleStim,,,,,,green,0.9925944876171847,0.9834710743801653,2.307994599977974,0.9989425000094343,6e-05,6e-05,0.03328,0.9914554999850225,1.02494529998512,2.0000350999762304,2.307994599977974,2.307994599977974,2.5073149999952875,4.691003899992211,2.383009300014237,6.024307699990459,3.716313100012485,1.333303799998248,0.60242,0.14023769450772117,-0.046745898169240394,,,,None,,2.033060599991586,-0.5,-0.49586776859504134,0.4592644876171848,0.4545454545454546,training_double_stim.csv,0.45799509997596033,0.49148489997605793,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,25,green,red,no_Expectation,,,,,0,1,1,6,train_doubleStim,,,,,,green,1.1116460072968142,1.1074380165289257,2.3084167999913916,0.9961383000190835,3e-05,3e-05,,1.1166085000149906,1.1499015000008512,2.0000815000094008,2.3084167999913916,2.3084167999913916,2.5085532999946736,2.9919432000024244,0.6835264000110328,5.183473600016441,2.8750568000250496,2.1915304000140168,1.31093,-0.12250487271057794,-0.08273056338896173,,,,None,,,0.5,0.49586776859504134,1.644976007296814,1.6363636363636365,training_double_stim.csv,1.6502579000080004,1.6833784999907948,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,33,green,red,no_Expectation,,,,,0,2,2,7,train_doubleStim,,,,,,green,0.6558478950862677,0.6528925619834711,2.3079597000032663,0.9965008000144735,4e-05,4e-05,0.03327,0.6578774000226986,0.6911944000166841,1.9995526999991853,2.3079597000032663,2.3079597000032663,2.507948300015414,2.7662779000238515,0.4583182000205852,5.865984300005948,3.558024600002682,3.0997063999820966,1.1978,-0.08606097154071758,-0.12018859818617456,,,,None,,2.0329053000023123,0.5,0.49586776859504134,1.1891778950862677,1.1818181818181819,training_double_stim.csv,1.191290000017034,1.224566600023536,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,23,green,red,no_Expectation,,,,,0,3,3,2,train_doubleStim,,,,,,green,1.5401895184507943,1.5289256198347108,2.3082333999918774,0.9981324000109453,3e-05,3e-05,,1.5414636999776121,1.574770899984287,1.9997620999929495,2.3082333999918774,2.3082333999918774,2.508122999977786,2.699774199980311,0.3915407999884337,4.858313999982784,2.550080599990906,2.1585398000024725,1.62031,-0.13738958119889627,0.054551745476032344,,,,None,,,-0.5,-0.49586776859504134,1.0068595184507942,1.0,training_double_stim.csv,1.008226099977037,1.0416407999873627,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,68,red,green,no_Expectation,,,,,0,4,4,3,train_doubleStim,,,,,,red,1.6320119376799826,1.6198347107438016,2.3083760000008624,0.9971649999788497,2e-05,2e-05,,1.6331715999986045,1.6665152000205126,2.0001843000063673,2.3083760000008624,2.3083760000008624,2.5083096000016667,2.850043900019955,0.5416679000190925,4.475100600015139,2.166724600014277,1.6250566999951843,1.62806,-0.13602048750759516,0.05788105851387028,,,,None,,,-0.5,-0.49586776859504134,1.0986819376799826,1.0909090909090908,training_double_stim.csv,1.1002304000139702,1.133449400018435,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,60,red,green,no_Expectation,,,,,0,5,5,8,train_doubleStim,,,,,,red,0.5220588948681163,0.5206611570247934,2.30832849998842,0.998184099997161,1e-05,1e-05,0.03342,0.5250965000013821,0.5582299999950919,2.0000983999925666,2.30832849998842,2.30832849998842,2.508519700000761,3.1586382999958005,0.8503098000073805,4.275244199990993,1.9669157000025734,1.1166058999951929,0.85835,0.0636339593649147,-0.13342604382965984,,,,None,,2.033505300001707,0.5,0.49586776859504134,1.0553888948681163,1.0495867768595042,training_double_stim.csv,1.058186200010823,1.091529500001343,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,88,red,green,no_Expectation,,,,,0,6,6,9,train_doubleStim,,,,,,red,0.7205860362256202,0.71900826446281,2.3084607000055257,0.9966611999843735,3e-05,3e-05,,0.7249622000090312,0.7580552999861538,1.9999716999882367,2.3084607000055257,2.3084607000055257,2.5084317000000738,2.758322899986524,0.4498621999809984,3.824948499997845,1.5164877999923192,1.0666256000113208,0.77001,0.09775496724220427,-0.11088623149861976,,,,None,,,0.5,0.49586776859504134,1.2539160362256203,1.2479338842975207,training_double_stim.csv,1.2582143000036012,1.2917013999831397,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,77,green,red,no_Expectation,,,,,0,7,7,1,train_doubleStim,,,,,,green,1.3908185147859848,1.3801652892561984,2.3089218999957666,0.9969491999945603,1e-05,1e-05,0.03323,1.39194130001124,1.4256013999984134,2.0004481000069063,2.3089218999957666,2.3089218999957666,2.508711000002222,3.050448399997549,0.7415265000017826,4.10024290002184,1.7913210000260733,1.0497945000242908,1.2777,-0.11321671075642623,-0.09504612754860474,,,,None,,2.033947600022657,-0.5,-0.49586776859504134,0.8574885147859849,0.8512396694214877,training_double_stim.csv,0.8586097000224981,0.8919268000172451,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,46,red,green,no_Expectation,,,,,0,8,8,4,train_doubleStim,,,,,,red,1.8111294002455625,1.8016528925619835,2.308248100016499,0.9976947999966796,4e-05,4e-05,0.03337,1.8166237999976147,1.849769100022968,1.999841800017748,2.308248100016499,2.308248100016499,2.5080455999996047,3.082848300022306,0.774600200005807,4.258042500005104,1.9497943999886047,1.1751941999827977,1.64937,-0.1318438886656715,0.06685042242203063,,,,None,,2.0331559000187553,-0.5,-0.49586776859504134,1.2777994002455626,1.2727272727272727,training_double_stim.csv,1.2829598000098485,1.3164880000113044,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,98,red,green,no_Expectation,,,,,0,9,9,5,train_doubleStim,,,,,,red,0.793570226479249,0.7933884297520661,2.3082022000162397,0.9977422000083607,4e-05,4e-05,0.03331,0.7996937000134494,0.8327583000063896,1.9999104000162333,2.3082022000162397,2.3082022000162397,2.5081994000065606,2.549777600012021,0.24157539999578148,3.9331025000137743,1.6249002999975346,1.3833249000017531,0.92202,0.035852467268031776,-0.1434098690721271,,,,None,,2.033309599995846,0.5,0.49586776859504134,1.3269002264792489,1.322314049586777,training_double_stim.csv,1.3330401999992318,1.3665935000171885,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,68,red,green,no_Expectation,,,,,1,0,10,3,train_doubleStim,,,,,,red,1.6176379248093766,1.6115702479338843,2.308135300001595,0.9975791999895591,4e-05,4e-05,0.03321,1.6249392000027,1.6581066999933682,2.0001246000174433,2.308135300001595,2.308135300001595,2.5082225000078324,2.916430700017372,0.608295400015777,3.8748930000001565,1.5667576999985613,0.9584622999827843,1.70182,-0.1190941601100585,0.087569235375043,,,,None,,2.0333053000213113,-0.5,-0.49586776859504134,1.0843079248093768,1.0826446280991735,training_double_stim.csv,1.0914163000124972,1.1248181000119075,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,77,green,red,no_Expectation,,,,,1,1,11,1,train_doubleStim,,,,,,green,0.8832624848369754,0.8760330578512396,2.308212200005073,0.9973642000113614,4e-05,4e-05,,0.8829021999845281,0.9163296000042465,2.000237300002482,2.308212200005073,2.308212200005073,2.508325800008606,2.583616499992786,0.2754042999877129,4.858441099990159,2.550228899985086,2.2748245999973733,0.482,0.14758726471273484,0.008353996115815181,,,,None,,,-0.5,-0.49586776859504134,0.3499324848369754,0.34710743801652894,training_double_stim.csv,0.34994049998931587,0.383435499999905,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,33,green,red,no_Expectation,,,,,1,2,12,7,train_doubleStim,,,,,,green,0.7364495667496351,0.7355371900826446,2.3087394000031054,0.996931699977722,2e-05,2e-05,,0.7420474999817088,0.7753222999745049,2.00041449998389,2.3087394000031054,2.3087394000031054,2.5087551999895368,2.817079799977364,0.5083403999742586,4.266874299995834,1.9581348999927286,1.44979450001847,1.09641,-0.044092056276998234,-0.14109458008639433,,,,None,,,0.5,0.49586776859504134,1.269779566749635,1.2644628099173554,training_double_stim.csv,1.2753537999815308,1.3087357999756932,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,25,green,red,no_Expectation,,,,,1,3,13,6,train_doubleStim,,,,,,green,0.8841768078388963,0.8760330578512396,2.308871300017927,0.996058599994285,4e-05,4e-05,0.03335,0.8838791000016499,0.9172525000176392,2.000454900000477,2.308871300017927,2.308871300017927,2.508914200006984,3.0588787000160664,0.7500073999981396,4.525402300001588,2.216530999983661,1.4665235999855213,0.85046,0.06691857333935938,-0.1318093111229806,,,,None,,2.0339852000179235,0.5,0.49586776859504134,1.4175068078388964,1.4132231404958677,training_double_stim.csv,1.4254879000072833,1.4587557000049856,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,98,red,green,no_Expectation,,,,,1,4,14,5,train_doubleStim,,,,,,red,0.5452230389982553,0.5454545454545454,2.308560299978126,0.9972232999862172,3e-05,3e-05,,0.5500041999912355,0.58337519998895,2.000371499976609,2.308560299978126,2.308560299978126,2.5087782999908086,2.675180799997179,0.366620500019053,3.774927899998147,1.4663676000200212,1.0997471000009682,0.45979,0.14664590738093108,0.01862170252456268,,,,None,,,0.5,0.49586776859504134,1.0785530389982552,1.0743801652892562,training_double_stim.csv,1.0835626999905799,1.1171130999864545,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,88,red,green,no_Expectation,,,,,1,5,15,9,train_doubleStim,,,,,,red,0.1746213948631175,0.17355371900826447,2.3082965000066906,0.9968089000030886,3e-05,3e-05,0.03337,0.17527330000302754,0.2082595000101719,2.00011860000086,2.3082965000066906,2.3082965000066906,2.508529799990356,2.7084318000124767,0.4001353000057861,7.26672129999497,4.958424799988279,4.558289499982493,0.13789,0.06205298419310097,0.13416861447156964,,,,None,,2.033714699995471,0.5,0.49586776859504134,0.7079513948631175,0.7024793388429752,training_double_stim.csv,0.70860330000869,0.7418126999982633,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,23,green,red,no_Expectation,,,,,1,6,16,2,train_doubleStim,,,,,,green,1.778014223429736,1.7685950413223142,2.308762200002093,0.9968378999910783,4e-05,4e-05,0.03333,1.7833717000030447,1.8166301999881398,2.0002290999982506,2.308762200002093,2.308762200002093,2.5086629999859724,2.833588999987114,0.5248267999850214,5.399761399981799,3.0909991999797057,2.5661723999946844,1.83578,-0.07292726578069189,0.12858228440279887,,,,None,,2.0335637999814935,-0.5,-0.49586776859504134,1.244684223429736,1.2396694214876034,training_double_stim.csv,1.2497525999788195,1.282902799983276,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,59,green,red,no_Expectation,,,,,1,7,17,0,train_doubleStim,,,,,,green,1.7344611371889644,1.7272727272727273,2.3086954000173137,0.9970974000170827,6e-05,6e-05,0.03344,1.7420950000232551,1.7754842000140343,2.000523199996678,2.3086954000173137,2.3086954000173137,2.508857300010277,2.933744200010551,0.6250487999932375,4.758510700019542,2.4498153000022285,1.824766500008991,1.75,-0.10452700597570448,0.10452700597570448,,,,None,,2.0337002000014763,-0.5,-0.49586776859504134,1.2011311371889644,1.1983471074380165,training_double_stim.csv,1.2090793000243139,1.242207100003725,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,60,red,green,no_Expectation,,,,,1,8,18,8,train_doubleStim,,,,,,red,1.1529270271583363,1.1487603305785123,2.307930300012231,0.9975131000101101,3e-05,3e-05,,1.158117500017397,1.191356099996483,2.0000604999950156,2.307930300012231,2.307930300012231,2.5081584000145085,3.5166080000053626,1.2086776999931317,5.016521600016858,2.7085913000046276,1.4999136000114959,1.50723,-0.14778534670932397,0.0033587578797573633,,,,None,,,0.5,0.49586776859504134,1.6862570271583364,1.677685950413223,training_double_stim.csv,1.6916957999928854,1.7249274000059813,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,46,red,green,no_Expectation,,,,,1,9,19,4,train_doubleStim,,,,,,red,0.9434865443054874,0.9421487603305785,2.308284700004151,0.9970392999821343,4e-05,4e-05,0.03336,0.9501840999873821,0.9834649999975227,1.9999314000015147,2.308284700004151,2.308284700004151,2.5081537000078242,2.833352699992247,0.5250679999880958,3.6914191000105347,1.3831344000063837,0.8580664000182878,0.60655,0.1396188311865346,-0.04856307171705551,,,,None,,2.0334832000080496,-0.5,-0.49586776859504134,0.4101565443054874,0.4049586776859504,training_double_stim.csv,0.4082793999987189,0.44167790000210516,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,98,red,green,no_Expectation,,,,,2,0,20,5,train_doubleStim,,,,,,red,1.1150803067006678,1.1074380165289257,2.3083400999894366,0.9975142999901436,3e-05,3e-05,,1.1168822000036016,1.1502463000069838,2.0002237999869976,2.3083400999894366,2.3083400999894366,2.50832329998957,2.808232399984263,0.4998922999948263,5.2496346999832895,2.941294599993853,2.4414022999990266,1.13935,-0.06266831428759188,-0.13388230779621904,,,,None,,,0.5,0.49586776859504134,1.6484103067006677,1.6363636363636365,training_double_stim.csv,1.6501922000024933,1.6833958000061102,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,60,red,green,no_Expectation,,,,,2,1,21,8,train_doubleStim,,,,,,red,0.6324910043051021,0.628099173553719,2.308163899986539,0.9962756999884732,3e-05,3e-05,,0.6337472999875899,0.6669372000033036,2.0002327999973204,2.308163899986539,2.308163899986539,2.508433899987722,2.6335476999811362,0.3253837999945972,4.225198400003137,1.917034500016598,1.5916507000220008,0.91221,0.04025566260609447,-0.14223667454153383,,,,None,,,0.5,0.49586776859504134,1.165821004305102,1.15702479338843,training_double_stim.csv,1.1668528000009246,1.2001974000013433,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,77,green,red,no_Expectation,,,,,2,2,22,1,train_doubleStim,,,,,,green,0.9450830154396201,0.9421487603305785,2.3083494000020437,0.9973383000178728,4e-05,4e-05,0.03365,0.9501606000121683,0.9836558999959379,1.9995966000133194,2.3083494000020437,2.3083494000020437,2.5084070000157226,3.3000198999943677,0.991670499992324,5.275074400007725,2.966725000005681,1.975054500013357,1.2277,-0.09695334283693251,-0.11158780968024307,,,,None,,2.0329172000056133,-0.5,-0.49586776859504134,0.4117530154396201,0.4132231404958678,training_double_stim.csv,0.4170849999936763,0.450159200001508,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,88,red,green,no_Expectation,,,,,2,3,23,9,train_doubleStim,,,,,,red,0.964247421128816,0.9586776859504132,2.308377699984703,0.9977013999887276,4e-05,4e-05,,0.9659251999983098,0.99914759999956,1.999888499994995,2.308377699984703,2.308377699984703,2.5079667999816593,2.9913018999795895,0.6829241999948863,4.0664079999842215,1.7580302999995183,1.075106100004632,1.03096,-0.014353657491549035,-0.1471249892883776,,,,None,,,0.5,0.49586776859504134,1.4975774211288158,1.487603305785124,training_double_stim.csv,1.499958999978844,1.5331626999832224,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,46,red,green,no_Expectation,,,,,2,4,24,4,train_doubleStim,,,,,,red,1.7812458165527836,1.7685950413223142,2.3081013999762945,0.9974950999894645,4e-05,4e-05,0.03313,1.7833422999829054,1.8164193999837153,1.9997259999800008,2.3081013999762945,2.3081013999762945,2.50816689999192,2.8496867999783717,0.5415854000020772,4.083075999980792,1.774974600004498,1.2333892000024207,1.82,-0.07920744914899162,0.1248117380529565,,,,None,,2.033428199996706,-0.5,-0.49586776859504134,1.2479158165527835,1.2396694214876034,training_double_stim.csv,1.2497444999753498,1.2828964999935124,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,59,green,red,no_Expectation,,,,,2,5,25,0,train_doubleStim,,,,,,green,1.6425974956319611,1.6363636363636365,2.308495600009337,0.9974535999936052,3e-05,3e-05,,1.649932300002547,1.6833415000000969,2.0001497000048403,2.308495600009337,2.308495600009337,2.5082782999961637,2.583255600009579,0.27476000000024214,4.55800290001207,2.2495073000027332,1.974747300002491,1.81993,-0.0792346038744269,0.12479450110222237,,,,None,,,-0.5,-0.49586776859504134,1.109267495631961,1.1074380165289257,training_double_stim.csv,1.1164443000161555,1.1498741999967024,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,33,green,red,no_Expectation,,,,,2,6,26,7,train_doubleStim,,,,,,green,0.19974540113655384,0.19834710743801653,2.3085912999813445,0.9965828999993391,3e-05,3e-05,0.03307,0.19977259999723174,0.23303949998808093,2.000179199996637,2.3085912999813445,2.3085912999813445,2.5087141999974847,2.692079600004945,0.38348830002360046,8.725146399985533,6.416555100004189,6.033066799980588,0.13414,0.0604680793186122,0.13489033078767337,,,,None,,2.0334916999854613,0.5,0.49586776859504134,0.7330754011365539,0.7272727272727273,training_double_stim.csv,0.7334132999822032,0.7667418999772053,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,23,green,red,no_Expectation,,,,,2,7,27,2,train_doubleStim,,,,,,green,1.577847023676458,1.5702479338842976,2.3083494000020437,0.9971871000016108,4e-05,4e-05,0.03333,1.5833692999731284,1.6167450999782886,1.9999485999869648,2.3083494000020437,2.3083494000020437,2.5083659999945667,2.8251830999797676,0.5168336999777239,3.799984899989795,1.4916354999877512,0.9748018000100274,1.62708,-0.13619928378664997,0.057459072847492965,,,,None,,2.033567899983609,-0.5,-0.49586776859504134,1.044517023676458,1.0413223140495869,training_double_stim.csv,1.0503252999915276,1.0833704999822658,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,68,red,green,no_Expectation,,,,,2,8,28,3,train_doubleStim,,,,,,red,0.6505554496739073,0.6446280991735538,2.308233099989593,0.9977233999816235,4e-05,4e-05,0.0331,0.6491932999924757,0.682573300000513,1.9997735999932047,2.308233099989593,2.308233099989593,2.5081179999979213,2.808021100005135,0.4997880000155419,7.457956199999899,5.149723100010306,4.649935099994764,0.07241,0.033336902527503376,0.1440154189188146,,,,None,,2.0331066999933682,-0.5,-0.49586776859504134,0.11722544967390733,0.11570247933884298,training_double_stim.csv,0.11672379999072291,0.14970010000979528,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,500,0.5,none,25,green,red,no_Expectation,,,,,2,9,29,6,train_doubleStim,,,,,,green,0.30981708177404155,0.30578512396694213,2.3077552000177093,0.996606000000611,4e-05,4e-05,,0.30817890001344495,0.34181040001567453,1.9993784000107553,2.3077552000177093,2.3077552000177093,2.5081375000008848,2.9912890999985393,0.68353389998083,3.8581384000135586,1.5503831999958493,0.8668493000150193,0.35242,0.13221736635250278,0.06610868317625139,,,,None,,,0.5,0.49586776859504134,0.8431470817740415,0.8347107438016529,training_double_stim.csv,0.8416241999948397,0.875132700020913,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
1,-500,0.5,none,68,red,green,no_Expectation,,,,,3,0,30,3,train_doubleStim,,,,,,red,0.8635249345789116,0.859504132231405,2.307657500001369,0.9973242999985814,5e-05,5e-05,,0.8667577999876812,0.9002585999842267,1.9997464999905787,2.307657500001369,2.307657500001369,2.5076324999972712,3.2745674999896437,0.9669099999882746,4.76621120001073,2.458553700009361,1.4916437000210863,0.59456,0.14134883319260008,-0.04327005097732656,,,,None,,,-0.5,-0.49586776859504134,0.33019493457891164,0.3305785123966942,training_double_stim.csv,0.3335496000072453,0.3666054999921471,ahmed_base01,001,2023-04-29_13h16.43.447,expectation_shapes_perceived_time,2022.2.4,120.36301485659816,
