famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.639597400000639,0.5126130999997258,11.14039220000268,0.5462248000003456,12.057811800001218,12.091443500001333,12.1244872999996,12.157701899999665,2.513473700000759,2.513473700000759,,,,,,,
