famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,11.014667869996629,11.047972869986552,270.0,13.048565469987807,13.048565469987807,,,,,,,,,,,,,371884,001,2023-02-21_14h43.15.240,expectation_shapes_perceived_time,2022.2.4,60.02231629593196,
,,,,,,,,,,,,,0.0022785000037401915,0.49953300002380274,0.49953300002380274,0.5325378999987151,0.6826839999994263,0.7163273000041954,0.9159772999992128,0.9495524000085425,2.5021545000199694,2.5021545000199694,2.534513600025093,3.000260300002992,,,,,,,
