famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,distractor.started,distractor.stopped,target.started,target.stopped,audCueEnd.started,sapce2pass_2.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.801477000000887,0.49928490000093007,11.301532000001316,0.5325087999990501,11.75169889999961,11.785407499999565,11.918722599999455,11.952266399999644,2.5000714999987395,2.5000714999987395,13.803138399998716,,,,,,,
