famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,fixationPoint.started,fixationPoint.stopped,audCueStart.started,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,0.022153300000354648,0.5180147999781184,0.5180147999781184,0.551199599984102,1.3684448000276461,1.399914900015574,1.6668262000312097,1.7000258999760263,2.516709899995476,2.5334457000135444,2.5664534000097774,3.0334026999771595,,,,,,,
