famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,269.9999999999998,649998,001,2023-01-04_18h42.29.571,expectation_shapes_perceived_time,2022.2.4,59.63868499072839,
1,0,1,0,269.9999999999998,649998,001,2023-01-04_18h42.29.571,expectation_shapes_perceived_time,2022.2.4,59.63868499072839,
2,0,2,0,269.9999999999998,649998,001,2023-01-04_18h42.29.571,expectation_shapes_perceived_time,2022.2.4,59.63868499072839,
,,,,269.9999999999998,,,,,,,
