famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,8.63105722000073,8.66478692000128,270.0,10.665609520000363,10.665609520000363,808443,001,2023-01-10_16h51.25.007,expectation_shapes_perceived_time,2022.2.4,60.04275043793083,
1,0,1,0,,,,,12.16567402000037,12.19985121999962,270.0,14.200822620000327,14.200822620000327,808443,001,2023-01-10_16h51.25.007,expectation_shapes_perceived_time,2022.2.4,60.04275043793083,
