famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,10.865843349997885,10.899158849980449,270.0,12.89961474998854,12.89961474998854,,,,,,,,,,,,,,,,,,741609,001,2023-02-21_14h42.37.655,expectation_shapes_perceived_time,2022.2.4,60.19817237521175,
,,,,0,0,0,0,,,,,,0.0030704999808222055,0.49882499998784624,0.49882499998784624,0.5323311999964062,0.9662865999853238,0.998848299990641,1.0655480999848805,1.0988686000055168,2.4998462999938056,2.4998462999938056,2.5332257999980357,3.0002902999985963,6.168338599993149,space,3.6636543000058737,,,741609,001,2023-02-21_14h42.37.655,expectation_shapes_perceived_time,2022.2.4,60.19817237521175,
,,,,1,0,1,0,,,,,,0.002230000012787059,0.4982214000192471,0.4982214000192471,0.5317265000194311,0.7309957999968901,0.7652245000062976,1.0321258000039961,1.065426800021669,2.4993088000046555,2.4993088000046555,2.532921100006206,2.9992548000009265,6.56710800001747,space,4.067275400011567,-0.0686219053154189,-0.8164266229528732,741609,001,2023-02-21_14h42.37.655,expectation_shapes_perceived_time,2022.2.4,60.19817237521175,
,,,,,,,,,,,,,0.0025893999845720828,0.49829469999531284,0.49829469999531284,0.5312896999821533,0.848502799984999,0.8816013000032399,1.1485561000008602,1.1817571999854408,,,,,,,,0.1220595387484642,-0.8108178703008333,,,,,,,
