famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,s1.started,s1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,20.296135699998196,20.329812399998993,270.00000000000034,22.382100499998707,22.382100499998707,,,988421,001,2023-01-10_17h03.59.324,expectation_shapes_perceived_time,2022.2.4,61.54168064201978,
1,0,1,0,,,,,23.363910699997724,23.39783149999821,270.00000000000034,25.447891999999776,25.447891999999776,,,988421,001,2023-01-10_17h03.59.324,expectation_shapes_perceived_time,2022.2.4,61.54168064201978,
,,,,0,0,0,0,,,,,,28.516106600000057,28.549613600000157,988421,001,2023-01-10_17h03.59.324,expectation_shapes_perceived_time,2022.2.4,59.912886662943905,
,,,,1,0,1,0,,,,,,37.03582749999987,37.068945600000006,988421,001,2023-01-10_17h03.59.324,expectation_shapes_perceived_time,2022.2.4,60.02487430777391,
,,,,2,0,2,0,,,,,,45.85550659999717,45.889183699997375,988421,001,2023-01-10_17h03.59.324,expectation_shapes_perceived_time,2022.2.4,59.802138642979536,
,,,,,,,,,,,,,50.841290299998946,50.875156699999934,,,,,,,
