famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,target.started,target.stopped,sapce2pass_2.keys,sapce2pass_2.rt,target_2.started,target_2.stopped,sapce2pass_3.keys,sapce2pass_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,56.14293249999173,56.17636830000265,space,4.160151799995219,41.80440369999269,41.83769859999302,space,14.896958199999062,,,,,,,
