famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.004017299999759416,1.9986457000013615,976659,001,2023-01-02_16h27.24.732,expectation_shapes_perceived_time,2022.2.4,59.817270203229626,
1,0,1,0,0.0015804999984538881,1.9834572999989177,976659,001,2023-01-02_16h27.24.732,expectation_shapes_perceived_time,2022.2.4,59.817270203229626,
,,,,0.0016630999998596963,1.9832898999993631,,,,,,,
