famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,986820,001,2023-01-02_22h30.06.934,expectation_shapes_perceived_time,2022.2.4,59.779973827525325,
1,0,1,0,986820,001,2023-01-02_22h30.06.934,expectation_shapes_perceived_time,2022.2.4,59.779973827525325,
