famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,12.364986259976286,12.397995559984702,270.0,14.398922660000972,14.398922660000972,289382,001,2023-02-21_14h57.59.909,expectation_shapes_perceived_time,2022.2.4,60.04732930534004,
