famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.001782799998181872,963301,001,2023-01-02_21h54.58.622,expectation_shapes_perceived_time,2022.2.4,60.095142629313635,
,,,,0.0008344999987457413,,,,,,,
