famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002252599995699711,0.49985219999507535,0.49985219999507535,0.5331073999986984,0.8161713000008604,0.8502303999994183,0.8502303999994183,0.8831992999912472,2.500103099999251,2.500103099999251,2.5336639000015566,3.0012601999915205,,,,,,,
