famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0024978999863378704,0.4991664999979548,0.4991664999979548,0.5327115999971284,1.8341637999983504,1.867350799991982,2.1341433999914443,2.167309500000556,2.500886999987415,2.5340216999902623,2.5674273999902653,3.0340895999979693,,,,,,,
