famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.00367809999443125,0.4983730999956606,0.4983730999956606,0.5317608000041218,2.032195599997067,2.0654676999984076,2.268065900003421,2.3011805999994976,2.4992881000071066,2.4992881000071066,2.532361599995056,2.999010700004874,,,,,,,
