famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.005060600000433624,0.513931199995568,0.513931199995568,0.5476727999921422,1.6310152999940328,1.6644879999948898,1.8648952999938047,1.8981647999898996,2.4993971999938367,2.5328922999906354,2.565970499999821,3.0489130999922054,,,,,,,
