famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,270.00000000000034,468660,001,2023-01-04_00h45.46.246,expectation_shapes_perceived_time,2022.2.4,59.213642824202864,
1,0,1,0,270.00000000000034,468660,001,2023-01-04_00h45.46.246,expectation_shapes_perceived_time,2022.2.4,59.213642824202864,
,,,,270.00000000000034,,,,,,,
