famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,270.0,201372,001,2023-01-04_16h16.25.393,expectation_shapes_perceived_time,2022.2.4,59.988722119915295,
,,,,270.0,,,,,,,
