famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,394522,001,2023-01-04_00h37.08.980,expectation_shapes_perceived_time,2022.2.4,59.86661717707567,
1,0,1,0,394522,001,2023-01-04_00h37.08.980,expectation_shapes_perceived_time,2022.2.4,59.86661717707567,
