famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,065939,001,2023-01-02_23h38.51.055,expectation_shapes_perceived_time,2022.2.4,59.95221808389584,
