famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,10.918281299998853,10.950839299997824,270.0000000000002,12.96914089999882,12.96914089999882,146948,001,2023-01-10_16h40.22.120,expectation_shapes_perceived_time,2022.2.4,60.33928781522121,
