famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,493992,001,2023-01-02_23h30.32.529,expectation_shapes_perceived_time,2022.2.4,59.20694663100898,
1,0,1,0,493992,001,2023-01-02_23h30.32.529,expectation_shapes_perceived_time,2022.2.4,59.20694663100898,
2,0,2,0,493992,001,2023-01-02_23h30.32.529,expectation_shapes_perceived_time,2022.2.4,59.20694663100898,
