famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,audCueEnd.stopped,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.5311879000000772,0.5650773999986995,61.27274409999882,61.30540330000076,61.57188339999993,61.60786050000024,2.5322747999998683,2.5652649000003294,62.339727499998844,,,,,,,
