famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,10.022750539999105,10.05609543999817,270.0,12.057206739998218,12.057206739998218,097635,001,2023-01-10_16h44.46.779,expectation_shapes_perceived_time,2022.2.4,60.04480543334218,
