famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,audCueEnd.stopped,sapce2pass_2.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.00261060000048019,0.5129146000108449,0.5129146000108449,0.545856199998525,1.6800988000031793,1.7135716000047978,1.7135716000047978,1.746702100004768,2.47996989999956,2.5133831999992253,2.5133831999992253,2.980035600005067,,,,,,,
