famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.0018159999999625143,2.000138800000059,625675,001,2023-01-02_17h06.22.144,expectation_shapes_perceived_time,2022.2.4,59.9916011758293,
,,,,0.0011427999997977167,1.999735099998361,,,,,,,
