famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.089958779998597,10.123642879999352,270.0,12.624186379999628,12.457860679999612,050028,001,2023-01-08_14h14.58.981,expectation_shapes_perceived_time,2022.2.4,60.19447631390971,
,,,,14.191286279999076,14.224225479999404,270.0,16.74423127999853,16.559802979999404,,,,,,,
