famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,9.480760070002725,9.513805370001501,270.0000000000002,11.548242570001458,11.548242570001458,005752,001,2023-01-10_16h31.02.316,expectation_shapes_perceived_time,2022.2.4,60.44370515092706,
