famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.001814100000046892,223953,001,2023-01-02_17h12.51.541,expectation_shapes_perceived_time,2022.2.4,60.46197788094959,
1,0,1,0,0.0012213999998493819,223953,001,2023-01-02_17h12.51.541,expectation_shapes_perceived_time,2022.2.4,60.46197788094959,
2,0,2,0,0.0015551999986200826,223953,001,2023-01-02_17h12.51.541,expectation_shapes_perceived_time,2022.2.4,60.46197788094959,
,,,,0.0014131999996607192,,,,,,,
