famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.004627700007404201,0.5318764999974519,0.5318764999974519,0.5649299000069732,1.2528909999964526,1.2829263000021456,1.4157302000094205,1.4488954999978887,2.499785100008012,2.658666000002995,3.2259420000045793,,,,,,,
