famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,sapce2pass_2.keys,sapce2pass_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0016308999911416322,0.03199369998765178,15.970023000001675,16.003165300004184,16.92059756000672,16.953807199999574,space,3.5233760999981314,,,,,,,
