famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,fixationPoint.started,fixationPoint.stopped,audCueStart.started,sapce2pass_2.started,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,0.11496220005210489,0.6114193000248633,0.6114193000248633,15.651363100041635,16.428375800023787,16.470580900029745,16.470580900029745,16.505485300032888,17.801745800010394,17.8349589999998,18.31817460001912,,,,,,,
