famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,target.started,target.stopped,sapce2pass_2.keys,sapce2pass_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.008549799997127,19.04185619999771,space,2.302373800004716,,,,,,,
