famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.683737300000212,8.716448800000217,270.00000000000034,10.684185999998954,10.684185999998954,665356,001,2023-01-10_14h03.56.106,expectation_shapes_perceived_time,2022.2.4,59.06123350573609,
1,0,1,0,11.61870940000008,11.651919599999383,270.00000000000034,13.618213699999979,13.618213699999979,665356,001,2023-01-10_14h03.56.106,expectation_shapes_perceived_time,2022.2.4,59.06123350573609,
,,,,16.236620399999445,16.26944679999942,,,,,,,,,,
