famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,s1.started,s1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.640698349998639,8.67376164999987,270.0,10.674646949999806,10.674646949999806,,,584539,001,2023-01-10_16h32.46.440,expectation_shapes_perceived_time,2022.2.4,59.778901754107764,
,,,,,,,,,18.81084170000031,19.311229700000695,,,,,,,
