famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.0017889999999169959,1.9996179000008851,526170,001,2023-01-02_17h08.06.686,expectation_shapes_perceived_time,2022.2.4,59.731982594199295,
,,,,0.0013854000007995637,1.9998536000002787,,,,,,,
