famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002941900005680509,0.031769199995324016,10.541521699997247,10.575078499998199,11.625489029995515,11.659988400002476,,,,,,,
