famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,distractor.started,distractor.stopped,target.started,target.stopped,audCueEnd.started,sapce2pass_2.keys,sapce2pass_2.rt,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002337500001885928,0.031587799996486865,21.498710800005938,21.53228170001239,21.29904610000085,21.331973200009088,23.115620750005473,space,5.213858899980551,23.149427200012724,,,,,,,
