famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,449261,001,2023-01-03_00h33.47.605,expectation_shapes_perceived_time,2022.2.4,59.645870537684075,
1,0,1,0,449261,001,2023-01-03_00h33.47.605,expectation_shapes_perceived_time,2022.2.4,59.645870537684075,
