famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,367342,001,2023-01-02_22h12.39.241,expectation_shapes_perceived_time,2022.2.4,59.89637926365883,
1,0,1,0,367342,001,2023-01-02_22h12.39.241,expectation_shapes_perceived_time,2022.2.4,59.89637926365883,
2,0,2,0,367342,001,2023-01-02_22h12.39.241,expectation_shapes_perceived_time,2022.2.4,59.89637926365883,
