famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,270.0,015944,001,2023-01-04_17h21.00.546,expectation_shapes_perceived_time,2022.2.4,60.1683993182106,
1,0,1,0,270.0,015944,001,2023-01-04_17h21.00.546,expectation_shapes_perceived_time,2022.2.4,60.1683993182106,
2,0,2,0,270.0,015944,001,2023-01-04_17h21.00.546,expectation_shapes_perceived_time,2022.2.4,60.1683993182106,
,,,,270.0,,,,,,,
