famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,270.00000000000057,024894,001,2023-01-04_18h43.11.356,expectation_shapes_perceived_time,2022.2.4,60.80724044021691,
1,0,1,0,270.00000000000057,024894,001,2023-01-04_18h43.11.356,expectation_shapes_perceived_time,2022.2.4,60.80724044021691,
,,,,270.00000000000057,,,,,,,
