famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.0029209000058472157,0.49995250000210945,0.49995250000210945,0.5332716999982949,1.7334026000025915,1.7666961000068113,1.8998386000021128,1.9330145999992965,2.5005585000035353,2.5005585000035353,2.5333363999961875,3.0006091999966884,,,,,,,
