famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,12.383112120011356,12.416475820011692,270.0,14.41790032000281,14.41790032000281,,,,,,,,,,,,,735489,001,2023-02-21_14h48.23.089,expectation_shapes_perceived_time,2022.2.4,59.81057988898566,
,,,,,,,,,,,,,0.0025470999826211482,0.5008008999866433,0.5008008999866433,0.5339924999861978,1.7172297999786679,1.7505646999925375,1.7505646999925375,1.7838121999811847,2.5008310999837704,2.5008310999837704,2.533445599983679,3.000569899973925,,,,,,,
