famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0.00228649999917252,1.9997745000000577,482722,001,2023-01-02_17h05.32.690,expectation_shapes_perceived_time,2022.2.4,59.77111250175346,
,,,,0.001244600000063656,2.0004188000002614,,,,,,,
