famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,orientation,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,25.151687479998508,270.00000000000057,27.218454079999354,590114,001,2023-01-08_13h44.52.027,expectation_shapes_perceived_time,2022.2.4,60.80306252893285,
,,,,28.518178079999778,270.00000000000057,30.58512267999904,,,,,,,
