famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,responsePointer.started,responsePointer.stopped,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,audCueEnd.stopped,audCueStart.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0.012131700001191348,0.5155669999949168,0.5155669999949168,1.68137839998235,1.7162918999965768,2.0317426999972668,2.080680899991421,2.5141900999879,2.5647145999828354,3.1647651999955997,11.599244599987287,space,9.07436470000539,,,,,349448,001,2023-02-21_14h35.09.239,expectation_shapes_perceived_time,2022.2.4,59.62542117626733,
,,,,1,0,1,0,0.0054515000083483756,0.5129973000148311,0.5129973000148311,0.6814095000154339,0.7152132000192069,0.9147694999992382,0.9481793000013568,2.4992751000099815,2.4992751000099815,2.999145200010389,5.466459500021301,space,2.963733599986881,-0.007942740441112317,-0.2532350000064505,2.532261800020933,,349448,001,2023-02-21_14h35.09.239,expectation_shapes_perceived_time,2022.2.4,59.62542117626733,
,,,,,,,,0.00924680000753142,0.5112424999824725,0.5112424999824725,1.4782436999958009,1.5126520000048913,1.7116815999906976,1.744837899983395,2.51300489998539,2.4953051999909803,2.9954462999885436,,,,-0.44543477517084207,-0.45326504735073936,,0.5450442000001203,,,,,,,
