famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002333700002054684,0.5135589000128675,0.5135589000128675,1.497430200004601,1.530503400004818,1.730498400007491,1.7640496000094572,2.5139007000107085,2.5139007000107085,2.547733600003994,3.014393100005691,,,,,,,
