famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,audioCue2Start.started,handMove.started,handOri,handMove.ended,audioCue2End.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,8.910188840000774,8.943468440001016,270.0,10.943514940002206,10.943514940002206,392235,001,2023-01-10_16h37.56.998,expectation_shapes_perceived_time,2022.2.4,59.797168006199996,
