famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002140600001439452,0.032375300012063235,10.846459400010644,10.87967490000301,11.047156200002064,11.080799600007595,11.863484220013197,,,,,,,
