famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,audCueEnd.stopped,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002399000004515983,0.4980193000083091,0.4980193000083091,0.531240299998899,0.9316587000066647,0.9650874000071781,1.1646486000099685,1.1982418000116013,2.4991880000015954,2.4991880000015954,2.532235100006801,3.0158481000107713,,,,,,,
