famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,519245,001,2023-01-04_00h29.56.638,expectation_shapes_perceived_time,2022.2.4,59.866079581247284,
1,0,1,0,519245,001,2023-01-04_00h29.56.638,expectation_shapes_perceived_time,2022.2.4,59.866079581247284,
2,0,2,0,519245,001,2023-01-04_00h29.56.638,expectation_shapes_perceived_time,2022.2.4,59.866079581247284,
