famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,117268,001,2023-01-04_00h30.40.491,expectation_shapes_perceived_time,2022.2.4,60.50353461455,
1,0,1,0,117268,001,2023-01-04_00h30.40.491,expectation_shapes_perceived_time,2022.2.4,60.50353461455,
