famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,orientation,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,269.9999999999998,767233,001,2023-01-04_15h54.46.536,expectation_shapes_perceived_time,2022.2.4,59.72206545425194,
1,0,1,0,269.9999999999998,767233,001,2023-01-04_15h54.46.536,expectation_shapes_perceived_time,2022.2.4,59.72206545425194,
,,,,269.9999999999998,,,,,,,
