famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,target.started,target.stopped,sapce2pass_2.keys,sapce2pass_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,25.03623760000005,25.06913540000005,space,1.7758379999997942,,,,,,,
