famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,sapce2pass_2.started,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responsePointer.stopped,sapce2pass_2.keys,sapce2pass_2.rt,x_coord,y_coord,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0.009973100008210167,0.565621200017631,0.565621200017631,0.598794400022598,1.6141869999992196,1.6498202000220772,1.7162475000077393,1.7498338000150397,2.5143943000002764,2.5811244000215083,2.6144971000030637,3.082134099997347,10.90291510001407,space,8.386539800005266,,,233936,001,2023-02-21_14h29.03.743,expectation_shapes_perceived_time,2022.2.4,60.58997672411443,
,,,,1,0,1,0,0.0077022000041324645,0.5107041999872308,0.5107041999872308,0.5442204999853857,1.5115313999995124,1.5451275999948848,1.8113303999998607,1.8462054000119679,2.512231200002134,2.5303071000089403,,3.0449418000061996,31.311427100008586,space,28.789046599995345,-0.5437121609385507,0.4658026140080016,233936,001,2023-02-21_14h29.03.743,expectation_shapes_perceived_time,2022.2.4,60.58997672411443,
,,,,2,0,2,0,0.020857099996646866,0.6209175999974832,0.6209175999974832,0.6541617999901064,1.1882969999860507,1.2210987999860663,1.3557147999817971,1.3880276999843773,2.50582689998555,2.6385835999972187,2.672151999984635,3.1388455999840517,9.424800599983428,space,6.908123600005638,0.956089968321951,-0.7982658141663836,233936,001,2023-02-21_14h29.03.743,expectation_shapes_perceived_time,2022.2.4,60.58997672411443,
,,,,3,0,3,0,0.008386200002860278,0.5114792000094894,0.5114792000094894,,1.5606238000036683,1.5940985000052024,1.7947105999919586,1.8274636999994982,2.512796700000763,2.5290345000103116,,3.0287714000151027,117.94157130000531,space,115.41897020000033,-0.0645487263712079,0.8725827689083128,233936,001,2023-02-21_14h29.03.743,expectation_shapes_perceived_time,2022.2.4,60.58997672411443,
,,,,4,0,4,0,0.013164700008928776,0.5254682000086177,0.5254682000086177,0.5586024000076577,2.0582631999859586,2.0913627999834716,2.1586759999918286,2.192104899993865,2.5087494000035804,2.5417414999974426,,3.042229499988025,6.110863999987487,space,3.598538499994902,-0.40355373993146504,0.1686763237164055,233936,001,2023-02-21_14h29.03.743,expectation_shapes_perceived_time,2022.2.4,60.58997672411443,
,,,,,,,,,,,,,,,,,,,,,,,-0.7017325156268519,0.2792387573881312,,,,,,,
