famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,audCueStart.started,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,audCueEnd.stopped,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.4993034999934025,0.5323983000125736,12.308656399953179,12.342259199998807,12.608813799975906,12.642417399969418,2.4993556999834254,2.5331958000315353,14.526433199993335,,,,,,,
